Plot Title: 10597831,,
#,"Date Time, GMT-07:00","Temp, °C (LGR S/N: 10597831, SEN S/N: 10597831)"
303,5/23/2022 10:00,18.996
304,5/23/2022 11:00,17.57
305,5/23/2022 12:00,19.187
306,5/23/2022 13:00,17.284
307,5/23/2022 14:00,16.903
308,5/23/2022 15:00,16.999
309,5/23/2022 16:00,16.046
310,5/23/2022 17:00,16.332
311,5/23/2022 18:00,16.141
312,5/23/2022 19:00,15.091
313,5/23/2022 20:00,14.613
314,5/23/2022 21:00,13.942
315,5/23/2022 22:00,13.269
316,5/23/2022 23:00,12.497
317,5/24/2022 0:00,11.916
318,5/24/2022 1:00,11.528
319,5/24/2022 2:00,11.041
320,5/24/2022 3:00,10.651
321,5/24/2022 4:00,10.357
322,5/24/2022 5:00,10.161
323,5/24/2022 6:00,10.357
324,5/24/2022 7:00,13.558
325,5/24/2022 8:00,16.237
326,5/24/2022 9:00,19.662
327,5/24/2022 10:00,17.379
328,5/24/2022 11:00,15.951
329,5/24/2022 12:00,19.282
330,5/24/2022 13:00,19.758
331,5/24/2022 14:00,24.835
332,5/24/2022 15:00,23.581
333,5/24/2022 16:00,23.966
334,5/24/2022 17:00,23.004
335,5/24/2022 18:00,19.948
336,5/24/2022 19:00,16.427
337,5/24/2022 20:00,15.282
338,5/24/2022 21:00,14.134
339,5/24/2022 22:00,13.365
340,5/24/2022 23:00,13.173
341,5/25/2022 0:00,12.594
342,5/25/2022 1:00,11.916
343,5/25/2022 2:00,11.431
344,5/25/2022 3:00,11.236
345,5/25/2022 4:00,11.139
346,5/25/2022 5:00,11.041
347,5/25/2022 6:00,11.236
348,5/25/2022 7:00,14.134
349,5/25/2022 8:00,17.475
350,5/25/2022 9:00,20.901
351,5/25/2022 10:00,18.901
352,5/25/2022 11:00,16.999
353,5/25/2022 12:00,20.138
354,5/25/2022 13:00,20.615
355,5/25/2022 14:00,25.416
356,5/25/2022 15:00,24.448
357,5/25/2022 16:00,23.004
358,5/25/2022 17:00,23.484
359,5/25/2022 18:00,20.138
360,5/25/2022 19:00,17.379
361,5/25/2022 20:00,16.618
362,5/25/2022 21:00,15.855
363,5/25/2022 22:00,15.187
364,5/25/2022 23:00,14.325
365,5/26/2022 0:00,13.461
366,5/26/2022 1:00,12.594
367,5/26/2022 2:00,11.916
368,5/26/2022 3:00,11.528
369,5/26/2022 4:00,11.334
370,5/26/2022 5:00,11.139
371,5/26/2022 6:00,11.431
372,5/26/2022 7:00,13.654
373,5/26/2022 8:00,17.95
374,5/26/2022 9:00,21.282
375,5/26/2022 10:00,19.662
376,5/26/2022 11:00,17.665
377,5/26/2022 12:00,20.71
378,5/26/2022 13:00,20.996
379,5/26/2022 14:00,26.097
380,5/26/2022 15:00,24.931
381,5/26/2022 16:00,25.319
382,5/26/2022 17:00,23.773
383,5/26/2022 18:00,20.234
384,5/26/2022 19:00,16.999
385,5/26/2022 20:00,15.282
386,5/26/2022 21:00,14.996
387,5/26/2022 22:00,15.091
388,5/26/2022 23:00,14.134
389,5/27/2022 0:00,13.654
390,5/27/2022 1:00,13.173
391,5/27/2022 2:00,12.594
392,5/27/2022 3:00,12.11
393,5/27/2022 4:00,11.819
394,5/27/2022 5:00,11.528
395,5/27/2022 6:00,11.431
396,5/27/2022 7:00,14.038
397,5/27/2022 8:00,18.331
398,5/27/2022 9:00,21.76
399,5/27/2022 10:00,19.853
400,5/27/2022 11:00,17.855
401,5/27/2022 12:00,20.234
402,5/27/2022 13:00,20.519
403,5/27/2022 14:00,25.028
404,5/27/2022 15:00,23.869
405,5/27/2022 16:00,25.319
406,5/27/2022 17:00,23.388
407,5/27/2022 18:00,19.853
408,5/27/2022 19:00,16.618
409,5/27/2022 20:00,15.187
410,5/27/2022 21:00,14.996
411,5/27/2022 22:00,15.187
412,5/27/2022 23:00,14.613
413,5/28/2022 0:00,14.038
414,5/28/2022 1:00,13.75
415,5/28/2022 2:00,13.269
416,5/28/2022 3:00,12.594
417,5/28/2022 4:00,12.207
418,5/28/2022 5:00,12.207
419,5/28/2022 6:00,12.401
420,5/28/2022 7:00,13.269
421,5/28/2022 8:00,14.134
422,5/28/2022 9:00,16.046
423,5/28/2022 10:00,16.903
424,5/28/2022 11:00,16.713
425,5/28/2022 12:00,19.567
426,5/28/2022 13:00,19.758
427,5/28/2022 14:00,23.388
428,5/28/2022 15:00,22.621
429,5/28/2022 16:00,23.292
430,5/28/2022 17:00,22.525
431,5/28/2022 18:00,19.282
432,5/28/2022 19:00,15.187
433,5/28/2022 20:00,13.942
434,5/28/2022 21:00,13.461
435,5/28/2022 22:00,12.883
436,5/28/2022 23:00,12.207
437,5/29/2022 0:00,11.916
438,5/29/2022 1:00,12.11
439,5/29/2022 2:00,11.722
440,5/29/2022 3:00,11.334
441,5/29/2022 4:00,11.139
442,5/29/2022 5:00,11.139
443,5/29/2022 6:00,11.431
444,5/29/2022 7:00,13.558
445,5/29/2022 8:00,17.95
446,5/29/2022 9:00,21.378
447,5/29/2022 10:00,18.996
448,5/29/2022 11:00,17.475
449,5/29/2022 12:00,20.901
450,5/29/2022 13:00,20.805
451,5/29/2022 14:00,24.351
452,5/29/2022 15:00,23.677
453,5/29/2022 16:00,23.966
454,5/29/2022 17:00,20.71
455,5/29/2022 18:00,16.903
456,5/29/2022 19:00,14.709
457,5/29/2022 20:00,13.75
458,5/29/2022 21:00,12.98
459,5/29/2022 22:00,12.11
460,5/29/2022 23:00,11.139
461,5/30/2022 0:00,10.357
462,5/30/2022 1:00,10.455
463,5/30/2022 2:00,10.651
464,5/30/2022 3:00,10.651
465,5/30/2022 4:00,10.357
466,5/30/2022 5:00,10.357
467,5/30/2022 6:00,10.651
468,5/30/2022 7:00,12.98
469,5/30/2022 8:00,17.189
470,5/30/2022 9:00,20.805
471,5/30/2022 10:00,17.855
472,5/30/2022 11:00,15.664
473,5/30/2022 12:00,19.282
474,5/30/2022 13:00,19.472
475,5/30/2022 14:00,25.61
476,5/30/2022 15:00,24.448
477,5/30/2022 16:00,25.61
478,5/30/2022 17:00,23.292
479,5/30/2022 18:00,19.092
480,5/30/2022 19:00,14.517
481,5/30/2022 20:00,13.076
482,5/30/2022 21:00,12.11
483,5/30/2022 22:00,12.401
484,5/30/2022 23:00,11.916
485,5/31/2022 0:00,11.139
486,5/31/2022 1:00,10.748
487,5/31/2022 2:00,10.455
488,5/31/2022 3:00,10.161
489,5/31/2022 4:00,9.965
490,5/31/2022 5:00,9.768
491,5/31/2022 6:00,9.965
492,5/31/2022 7:00,12.98
493,5/31/2022 8:00,17.76
494,5/31/2022 9:00,20.71
495,5/31/2022 10:00,19.187
496,5/31/2022 11:00,16.713
497,5/31/2022 12:00,20.901
498,5/31/2022 13:00,20.424
499,5/31/2022 14:00,26.195
500,5/31/2022 15:00,24.641
501,5/31/2022 16:00,25.028
502,5/31/2022 17:00,23.677
503,5/31/2022 18:00,20.901
504,5/31/2022 19:00,17.284
505,5/31/2022 20:00,15.951
506,5/31/2022 21:00,14.804
507,5/31/2022 22:00,13.846
508,5/31/2022 23:00,12.883
509,6/1/2022 0:00,11.819
510,6/1/2022 1:00,11.334
511,6/1/2022 2:00,10.944
512,6/1/2022 3:00,10.553
513,6/1/2022 4:00,10.455
514,6/1/2022 5:00,10.161
515,6/1/2022 6:00,10.259
516,6/1/2022 7:00,13.269
517,6/1/2022 8:00,17.855
518,6/1/2022 9:00,20.996
519,6/1/2022 10:00,19.662
520,6/1/2022 11:00,17.475
521,6/1/2022 12:00,20.901
522,6/1/2022 13:00,20.996
523,6/1/2022 14:00,26.195
524,6/1/2022 15:00,25.319
525,6/1/2022 16:00,25.708
526,6/1/2022 17:00,23.966
527,6/1/2022 18:00,21.091
528,6/1/2022 19:00,16.618
529,6/1/2022 20:00,15.091
530,6/1/2022 21:00,14.804
531,6/1/2022 22:00,14.421
532,6/1/2022 23:00,13.654
533,6/2/2022 0:00,12.69
534,6/2/2022 1:00,11.722
535,6/2/2022 2:00,11.334
536,6/2/2022 3:00,10.846
537,6/2/2022 4:00,10.651
538,6/2/2022 5:00,10.553
539,6/2/2022 6:00,10.553
540,6/2/2022 7:00,13.846
541,6/2/2022 8:00,17.76
542,6/2/2022 9:00,21.76
543,6/2/2022 10:00,20.234
544,6/2/2022 11:00,18.236
545,6/2/2022 12:00,21.378
546,6/2/2022 13:00,20.805
547,6/2/2022 14:00,26.097
548,6/2/2022 15:00,24.738
549,6/2/2022 16:00,25.416
550,6/2/2022 17:00,23.484
551,6/2/2022 18:00,20.901
552,6/2/2022 19:00,16.332
553,6/2/2022 20:00,14.804
554,6/2/2022 21:00,14.613
555,6/2/2022 22:00,14.23
556,6/2/2022 23:00,13.558
557,6/3/2022 0:00,12.883
558,6/3/2022 1:00,12.11
559,6/3/2022 2:00,11.528
560,6/3/2022 3:00,11.041
561,6/3/2022 4:00,10.846
562,6/3/2022 5:00,10.944
563,6/3/2022 6:00,11.236
564,6/3/2022 7:00,14.325
565,6/3/2022 8:00,18.426
566,6/3/2022 9:00,21.76
567,6/3/2022 10:00,20.329
568,6/3/2022 11:00,17.665
569,6/3/2022 12:00,20.71
570,6/3/2022 13:00,20.901
571,6/3/2022 14:00,24.062
572,6/3/2022 15:00,20.519
573,6/3/2022 16:00,19.567
574,6/3/2022 17:00,18.045
575,6/3/2022 18:00,17.284
576,6/3/2022 19:00,15.569
577,6/3/2022 20:00,14.517
578,6/3/2022 21:00,14.709
579,6/3/2022 22:00,14.613
580,6/3/2022 23:00,13.942
581,6/4/2022 0:00,13.076
582,6/4/2022 1:00,12.401
583,6/4/2022 2:00,11.916
584,6/4/2022 3:00,11.528
585,6/4/2022 4:00,11.334
586,6/4/2022 5:00,11.334
587,6/4/2022 6:00,11.625
588,6/4/2022 7:00,14.804
589,6/4/2022 8:00,18.616
590,6/4/2022 9:00,21.76
591,6/4/2022 10:00,20.519
592,6/4/2022 11:00,18.045
593,6/4/2022 12:00,19.567
594,6/4/2022 13:00,21.378
595,6/4/2022 14:00,25.319
596,6/4/2022 15:00,24.835
597,6/4/2022 16:00,25.416
598,6/4/2022 17:00,22.525
599,6/4/2022 18:00,18.14
600,6/4/2022 19:00,16.046
601,6/4/2022 20:00,15.282
602,6/4/2022 21:00,15.091
603,6/4/2022 22:00,15.091
604,6/4/2022 23:00,14.613
605,6/5/2022 0:00,14.23
606,6/5/2022 1:00,13.846
607,6/5/2022 2:00,13.365
608,6/5/2022 3:00,12.883
609,6/5/2022 4:00,12.401
610,6/5/2022 5:00,11.916
611,6/5/2022 6:00,12.304
612,6/5/2022 7:00,15.569
613,6/5/2022 8:00,19.948
614,6/5/2022 9:00,22.333
615,6/5/2022 10:00,21.951
616,6/5/2022 11:00,19.377
617,6/5/2022 12:00,22.238
618,6/5/2022 13:00,20.138
619,6/5/2022 14:00,26.195
620,6/5/2022 15:00,26
621,6/5/2022 16:00,26.195
622,6/5/2022 17:00,23.581
623,6/5/2022 18:00,21.951
624,6/5/2022 19:00,17.665
625,6/5/2022 20:00,15.855
626,6/5/2022 21:00,15.282
627,6/5/2022 22:00,15.187
628,6/5/2022 23:00,14.23
629,6/6/2022 0:00,14.038
630,6/6/2022 1:00,13.942
631,6/6/2022 2:00,13.846
632,6/6/2022 3:00,13.461
633,6/6/2022 4:00,12.98
634,6/6/2022 5:00,12.497
635,6/6/2022 6:00,12.401
636,6/6/2022 7:00,15.473
637,6/6/2022 8:00,19.853
638,6/6/2022 9:00,22.812
639,6/6/2022 10:00,22.621
640,6/6/2022 11:00,19.377
641,6/6/2022 12:00,22.046
642,6/6/2022 13:00,22.333
643,6/6/2022 14:00,27.173
644,6/6/2022 15:00,26.977
645,6/6/2022 16:00,27.075
646,6/6/2022 17:00,24.835
647,6/6/2022 18:00,21.855
648,6/6/2022 19:00,18.521
649,6/6/2022 20:00,16.523
650,6/6/2022 21:00,15.855
651,6/6/2022 22:00,15.76
652,6/6/2022 23:00,14.9
653,6/7/2022 0:00,14.709
654,6/7/2022 1:00,14.325
655,6/7/2022 2:00,13.846
656,6/7/2022 3:00,13.365
657,6/7/2022 4:00,12.883
658,6/7/2022 5:00,12.401
659,6/7/2022 6:00,12.401
660,6/7/2022 7:00,15.664
661,6/7/2022 8:00,19.948
662,6/7/2022 9:00,22.812
663,6/7/2022 10:00,22.717
664,6/7/2022 11:00,19.377
665,6/7/2022 12:00,22.333
666,6/7/2022 13:00,22.525
667,6/7/2022 14:00,27.173
668,6/7/2022 15:00,27.468
669,6/7/2022 16:00,27.567
670,6/7/2022 17:00,26
671,6/7/2022 18:00,22.142
672,6/7/2022 19:00,18.616
673,6/7/2022 20:00,16.618
674,6/7/2022 21:00,16.046
675,6/7/2022 22:00,15.664
676,6/7/2022 23:00,14.421
677,6/8/2022 0:00,14.325
678,6/8/2022 1:00,14.517
679,6/8/2022 2:00,14.325
680,6/8/2022 3:00,14.038
681,6/8/2022 4:00,13.654
682,6/8/2022 5:00,13.269
683,6/8/2022 6:00,13.365
684,6/8/2022 7:00,16.332
685,6/8/2022 8:00,19.948
686,6/8/2022 9:00,23.581
687,6/8/2022 10:00,22.429
688,6/8/2022 11:00,20.138
689,6/8/2022 12:00,23.484
690,6/8/2022 13:00,23.677
691,6/8/2022 14:00,28.258
692,6/8/2022 15:00,28.159
693,6/8/2022 16:00,28.159
694,6/8/2022 17:00,26.097
695,6/8/2022 18:00,22.429
696,6/8/2022 19:00,18.711
697,6/8/2022 20:00,16.999
698,6/8/2022 21:00,16.618
699,6/8/2022 22:00,16.046
700,6/8/2022 23:00,13.654
701,6/9/2022 0:00,13.365
702,6/9/2022 1:00,13.75
703,6/9/2022 2:00,13.942
704,6/9/2022 3:00,13.846
705,6/9/2022 4:00,13.558
706,6/9/2022 5:00,13.269
707,6/9/2022 6:00,13.461
708,6/9/2022 7:00,16.427
709,6/9/2022 8:00,20.424
710,6/9/2022 9:00,23.869
711,6/9/2022 10:00,23.004
712,6/9/2022 11:00,19.567
713,6/9/2022 12:00,23.1
714,6/9/2022 13:00,22.525
715,6/9/2022 14:00,27.37
716,6/9/2022 15:00,24.641
717,6/9/2022 16:00,26.39
718,6/9/2022 17:00,25.902
719,6/9/2022 18:00,22.525
720,6/9/2022 19:00,18.711
721,6/9/2022 20:00,17.189
722,6/9/2022 21:00,16.808
723,6/9/2022 22:00,16.046
724,6/9/2022 23:00,14.613
725,6/10/2022 0:00,14.421
726,6/10/2022 1:00,14.517
727,6/10/2022 2:00,14.804
728,6/10/2022 3:00,15.091
729,6/10/2022 4:00,15.091
730,6/10/2022 5:00,14.996
731,6/10/2022 6:00,15.282
732,6/10/2022 7:00,16.808
733,6/10/2022 8:00,20.138
734,6/10/2022 9:00,22.238
735,6/10/2022 10:00,21.76
736,6/10/2022 11:00,21.282
737,6/10/2022 12:00,21.378
738,6/10/2022 13:00,20.805
739,6/10/2022 14:00,25.61
740,6/10/2022 15:00,21.855
741,6/10/2022 16:00,19.092
742,6/10/2022 17:00,18.331
743,6/10/2022 18:00,17.189
744,6/10/2022 19:00,16.999
745,6/10/2022 20:00,16.713
746,6/10/2022 21:00,16.903
747,6/10/2022 22:00,16.903
748,6/10/2022 23:00,15.855
749,6/11/2022 0:00,15.569
750,6/11/2022 1:00,15.282
751,6/11/2022 2:00,15.187
752,6/11/2022 3:00,15.091
753,6/11/2022 4:00,14.9
754,6/11/2022 5:00,14.804
755,6/11/2022 6:00,14.9
756,6/11/2022 7:00,16.808
757,6/11/2022 8:00,20.615
758,6/11/2022 9:00,22.525
759,6/11/2022 10:00,22.046
760,6/11/2022 11:00,20.043
761,6/11/2022 12:00,23.484
762,6/11/2022 13:00,23.677
763,6/11/2022 14:00,29.352
764,6/11/2022 15:00,31.778
765,6/11/2022 16:00,30.558
766,6/11/2022 17:00,29.053
767,6/11/2022 18:00,25.902
768,6/11/2022 19:00,21.473
769,6/11/2022 20:00,19.187
770,6/11/2022 21:00,17.95
771,6/11/2022 22:00,17.189
772,6/11/2022 23:00,16.332
773,6/12/2022 0:00,15.378
774,6/12/2022 1:00,14.709
775,6/12/2022 2:00,15.091
776,6/12/2022 3:00,15.378
777,6/12/2022 4:00,15.187
778,6/12/2022 5:00,14.804
779,6/12/2022 6:00,14.9
780,6/12/2022 7:00,17.855
781,6/12/2022 8:00,22.046
782,6/12/2022 9:00,23.773
783,6/12/2022 10:00,24.062
784,6/12/2022 11:00,23.004
785,6/12/2022 12:00,26.977
786,6/12/2022 13:00,27.862
787,6/12/2022 14:00,32.497
788,6/12/2022 15:00,33.014
789,6/12/2022 16:00,33.743
790,6/12/2022 17:00,28.953
791,6/12/2022 18:00,25.902
792,6/12/2022 19:00,21.378
793,6/12/2022 20:00,19.092
794,6/12/2022 21:00,17.76
795,6/12/2022 22:00,16.999
796,6/12/2022 23:00,16.523
797,6/13/2022 0:00,16.046
798,6/13/2022 1:00,15.664
799,6/13/2022 2:00,15.282
800,6/13/2022 3:00,15.187
801,6/13/2022 4:00,14.996
802,6/13/2022 5:00,14.709
803,6/13/2022 6:00,15.187
804,6/13/2022 7:00,18.045
805,6/13/2022 8:00,22.621
806,6/13/2022 9:00,24.931
807,6/13/2022 10:00,25.222
808,6/13/2022 11:00,23.292
809,6/13/2022 12:00,28.456
810,6/13/2022 13:00,29.552
811,6/13/2022 14:00,32.394
812,6/13/2022 15:00,34.796
813,6/13/2022 16:00,36.403
814,6/13/2022 17:00,33.222
815,6/13/2022 18:00,29.752
816,6/13/2022 19:00,20.329
817,6/13/2022 20:00,17.855
818,6/13/2022 21:00,16.427
819,6/13/2022 22:00,15.951
