"Plot Title: Air2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10597857, SEN S/N: 10597857)","Coupler Attached (LGR S/N: 10597857)","Coupler Detached (LGR S/N: 10597857)","Host Connected (LGR S/N: 10597857)","Stopped (LGR S/N: 10597857)","End Of File (LGR S/N: 10597857)"
38,05/14/22 03:00:00 AM,10.455,,,,,
39,05/14/22 04:00:00 AM,10.259,,,,,
40,05/14/22 05:00:00 AM,10.063,,,,,
41,05/14/22 06:00:00 AM,10.259,,,,,
42,05/14/22 07:00:00 AM,16.332,,,,,
43,05/14/22 08:00:00 AM,26.781,,,,,
44,05/14/22 09:00:00 AM,32.086,,,,,
45,05/14/22 10:00:00 AM,31.472,,,,,
46,05/14/22 11:00:00 AM,27.862,,,,,
47,05/14/22 12:00:00 PM,36.187,,,,,
48,05/14/22 01:00:00 PM,27.862,,,,,
49,05/14/22 02:00:00 PM,25.222,,,,,
50,05/14/22 03:00:00 PM,21.664,,,,,
51,05/14/22 04:00:00 PM,20.996,,,,,
52,05/14/22 05:00:00 PM,27.567,,,,,
53,05/14/22 06:00:00 PM,22.621,,,,,
54,05/14/22 07:00:00 PM,16.999,,,,,
55,05/14/22 08:00:00 PM,16.046,,,,,
56,05/14/22 09:00:00 PM,14.900,,,,,
57,05/14/22 10:00:00 PM,13.942,,,,,
58,05/14/22 11:00:00 PM,12.980,,,,,
59,05/15/22 12:00:00 AM,12.401,,,,,
60,05/15/22 01:00:00 AM,12.110,,,,,
61,05/15/22 02:00:00 AM,11.722,,,,,
62,05/15/22 03:00:00 AM,11.625,,,,,
63,05/15/22 04:00:00 AM,11.625,,,,,
64,05/15/22 05:00:00 AM,11.528,,,,,
65,05/15/22 06:00:00 AM,12.110,,,,,
66,05/15/22 07:00:00 AM,16.808,,,,,
67,05/15/22 08:00:00 AM,25.805,,,,,
68,05/15/22 09:00:00 AM,30.054,,,,,
69,05/15/22 10:00:00 AM,30.760,,,,,
70,05/15/22 11:00:00 AM,35.435,,,,,
71,05/15/22 12:00:00 PM,33.953,,,,,
72,05/15/22 01:00:00 PM,28.357,,,,,
73,05/15/22 02:00:00 PM,25.319,,,,,
74,05/15/22 03:00:00 PM,22.046,,,,,
75,05/15/22 04:00:00 PM,26.097,,,,,
76,05/15/22 05:00:00 PM,25.416,,,,,
77,05/15/22 06:00:00 PM,22.238,,,,,
78,05/15/22 07:00:00 PM,17.379,,,,,
79,05/15/22 08:00:00 PM,16.332,,,,,
80,05/15/22 09:00:00 PM,13.846,,,,,
81,05/15/22 10:00:00 PM,14.709,,,,,
82,05/15/22 11:00:00 PM,14.325,,,,,
83,05/16/22 12:00:00 AM,14.230,,,,,
84,05/16/22 01:00:00 AM,14.134,,,,,
85,05/16/22 02:00:00 AM,13.654,,,,,
86,05/16/22 03:00:00 AM,12.690,,,,,
87,05/16/22 04:00:00 AM,12.110,,,,,
88,05/16/22 05:00:00 AM,11.916,,,,,
89,05/16/22 06:00:00 AM,12.207,,,,,
90,05/16/22 07:00:00 AM,18.140,,,,,
91,05/16/22 08:00:00 AM,26.390,,,,,
92,05/16/22 09:00:00 AM,31.880,,,,,
93,05/16/22 10:00:00 AM,27.665,,,,,
94,05/16/22 11:00:00 AM,33.430,,,,,
95,05/16/22 12:00:00 PM,35.115,,,,,
96,05/16/22 01:00:00 PM,27.370,,,,,
97,05/16/22 02:00:00 PM,24.448,,,,,
98,05/16/22 03:00:00 PM,18.140,,,,,
99,05/16/22 04:00:00 PM,23.966,,,,,
100,05/16/22 05:00:00 PM,27.862,,,,,
101,05/16/22 06:00:00 PM,22.812,,,,,
102,05/16/22 07:00:00 PM,17.379,,,,,
103,05/16/22 08:00:00 PM,16.141,,,,,
104,05/16/22 09:00:00 PM,14.613,,,,,
105,05/16/22 10:00:00 PM,14.325,,,,,
106,05/16/22 11:00:00 PM,13.654,,,,,
107,05/17/22 12:00:00 AM,12.883,,,,,
108,05/17/22 01:00:00 AM,12.013,,,,,
109,05/17/22 02:00:00 AM,11.916,,,,,
110,05/17/22 03:00:00 AM,11.916,,,,,
111,05/17/22 04:00:00 AM,11.819,,,,,
112,05/17/22 05:00:00 AM,11.819,,,,,
113,05/17/22 06:00:00 AM,12.304,,,,,
114,05/17/22 07:00:00 AM,18.045,,,,,
115,05/17/22 08:00:00 AM,26.585,,,,,
116,05/17/22 09:00:00 AM,32.394,,,,,
117,05/17/22 10:00:00 AM,24.545,,,,,
118,05/17/22 11:00:00 AM,35.009,,,,,
119,05/17/22 12:00:00 PM,35.222,,,,,
120,05/17/22 01:00:00 PM,27.567,,,,,
121,05/17/22 02:00:00 PM,24.448,,,,,
122,05/17/22 03:00:00 PM,19.472,,,,,
123,05/17/22 04:00:00 PM,24.545,,,,,
124,05/17/22 05:00:00 PM,28.060,,,,,
125,05/17/22 06:00:00 PM,23.966,,,,,
126,05/17/22 07:00:00 PM,17.379,,,,,
127,05/17/22 08:00:00 PM,16.237,,,,,
128,05/17/22 09:00:00 PM,14.709,,,,,
129,05/17/22 10:00:00 PM,14.421,,,,,
130,05/17/22 11:00:00 PM,13.942,,,,,
131,05/18/22 12:00:00 AM,13.365,,,,,
132,05/18/22 01:00:00 AM,12.594,,,,,
133,05/18/22 02:00:00 AM,12.013,,,,,
134,05/18/22 03:00:00 AM,12.110,,,,,
135,05/18/22 04:00:00 AM,11.916,,,,,
136,05/18/22 05:00:00 AM,11.916,,,,,
137,05/18/22 06:00:00 AM,12.497,,,,,
138,05/18/22 07:00:00 AM,18.045,,,,,
139,05/18/22 08:00:00 AM,27.075,,,,,
140,05/18/22 09:00:00 AM,32.704,,,,,
141,05/18/22 10:00:00 AM,29.053,,,,,
142,05/18/22 11:00:00 AM,35.971,,,,,
143,05/18/22 12:00:00 PM,37.604,,,,,
144,05/18/22 01:00:00 PM,30.154,,,,,
145,05/18/22 02:00:00 PM,27.173,,,,,
146,05/18/22 03:00:00 PM,20.043,,,,,
147,05/18/22 04:00:00 PM,24.835,,,,,
148,05/18/22 05:00:00 PM,29.152,,,,,
149,05/18/22 06:00:00 PM,24.062,,,,,
150,05/18/22 07:00:00 PM,17.665,,,,,
151,05/18/22 08:00:00 PM,16.523,,,,,
152,05/18/22 09:00:00 PM,14.134,,,,,
153,05/18/22 10:00:00 PM,14.421,,,,,
154,05/18/22 11:00:00 PM,14.038,,,,,
155,05/19/22 12:00:00 AM,13.558,,,,,
156,05/19/22 01:00:00 AM,12.980,,,,,
157,05/19/22 02:00:00 AM,12.401,,,,,
158,05/19/22 03:00:00 AM,12.110,,,,,
159,05/19/22 04:00:00 AM,11.916,,,,,
160,05/19/22 05:00:00 AM,11.916,,,,,
161,05/19/22 06:00:00 AM,12.497,,,,,
162,05/19/22 07:00:00 AM,17.284,,,,,
163,05/19/22 08:00:00 AM,26.097,,,,,
164,05/19/22 09:00:00 AM,29.152,,,,,
165,05/19/22 10:00:00 AM,29.053,,,,,
166,05/19/22 11:00:00 AM,35.328,,,,,
167,05/19/22 12:00:00 PM,33.535,,,,,
168,05/19/22 01:00:00 PM,28.357,,,,,
169,05/19/22 02:00:00 PM,24.738,,,,,
170,05/19/22 03:00:00 PM,18.996,,,,,
171,05/19/22 04:00:00 PM,19.948,,,,,
172,05/19/22 05:00:00 PM,20.138,,,,,
173,05/19/22 06:00:00 PM,16.903,,,,,
174,05/19/22 07:00:00 PM,15.760,,,,,
175,05/19/22 08:00:00 PM,15.951,,,,,
176,05/19/22 09:00:00 PM,14.325,,,,,
177,05/19/22 10:00:00 PM,14.421,,,,,
178,05/19/22 11:00:00 PM,14.134,,,,,
179,05/20/22 12:00:00 AM,13.750,,,,,
180,05/20/22 01:00:00 AM,13.461,,,,,
181,05/20/22 02:00:00 AM,12.883,,,,,
182,05/20/22 03:00:00 AM,12.304,,,,,
183,05/20/22 04:00:00 AM,12.110,,,,,
184,05/20/22 05:00:00 AM,11.819,,,,,
185,05/20/22 06:00:00 AM,12.401,,,,,
186,05/20/22 07:00:00 AM,17.570,,,,,
187,05/20/22 08:00:00 AM,29.352,,,,,
188,05/20/22 09:00:00 AM,28.555,,,,,
189,05/20/22 10:00:00 AM,27.173,,,,,
190,05/20/22 11:00:00 AM,34.796,,,,,
191,05/20/22 12:00:00 PM,34.903,,,,,
192,05/20/22 01:00:00 PM,27.665,,,,,
193,05/20/22 02:00:00 PM,22.908,,,,,
194,05/20/22 03:00:00 PM,18.711,,,,,
195,05/20/22 04:00:00 PM,23.677,,,,,
196,05/20/22 05:00:00 PM,25.028,,,,,
197,05/20/22 06:00:00 PM,23.773,,,,,
198,05/20/22 07:00:00 PM,16.808,,,,,
199,05/20/22 08:00:00 PM,15.473,,,,,
200,05/20/22 09:00:00 PM,14.421,,,,,
201,05/20/22 10:00:00 PM,14.134,,,,,
202,05/20/22 11:00:00 PM,13.750,,,,,
203,05/21/22 12:00:00 AM,13.846,,,,,
204,05/21/22 01:00:00 AM,13.654,,,,,
205,05/21/22 02:00:00 AM,13.076,,,,,
206,05/21/22 03:00:00 AM,12.401,,,,,
207,05/21/22 04:00:00 AM,12.497,,,,,
208,05/21/22 05:00:00 AM,12.594,,,,,
209,05/21/22 06:00:00 AM,13.076,,,,,
210,05/21/22 07:00:00 AM,18.616,,,,,
211,05/21/22 08:00:00 AM,23.869,,,,,
212,05/21/22 09:00:00 AM,20.138,,,,,
213,05/21/22 10:00:00 AM,27.272,,,,,
214,05/21/22 11:00:00 AM,34.585,,,,,
215,05/21/22 12:00:00 PM,31.880,,,,,
216,05/21/22 01:00:00 PM,28.159,,,,,
217,05/21/22 02:00:00 PM,24.448,,,,,
218,05/21/22 03:00:00 PM,20.519,,,,,
219,05/21/22 04:00:00 PM,25.222,,,,,
220,05/21/22 05:00:00 PM,28.853,,,,,
221,05/21/22 06:00:00 PM,24.931,,,,,
222,05/21/22 07:00:00 PM,17.284,,,,,
223,05/21/22 08:00:00 PM,15.473,,,,,
224,05/21/22 09:00:00 PM,14.134,,,,,
225,05/21/22 10:00:00 PM,13.942,,,,,
226,05/21/22 11:00:00 PM,13.654,,,,,
227,05/22/22 12:00:00 AM,13.269,,,,,
228,05/22/22 01:00:00 AM,12.787,,,,,
229,05/22/22 02:00:00 AM,12.207,,,,,
230,05/22/22 03:00:00 AM,12.013,,,,,
231,05/22/22 04:00:00 AM,11.916,,,,,
232,05/22/22 05:00:00 AM,11.722,,,,,
233,05/22/22 06:00:00 AM,12.304,,,,,
234,05/22/22 07:00:00 AM,18.236,,,,,
235,05/22/22 08:00:00 AM,25.708,,,,,
236,05/22/22 09:00:00 AM,32.291,,,,,
237,05/22/22 10:00:00 AM,26.977,,,,,
238,05/22/22 11:00:00 AM,35.971,,,,,
239,05/22/22 12:00:00 PM,36.079,,,,,
240,05/22/22 01:00:00 PM,29.152,,,,,
241,05/22/22 02:00:00 PM,24.351,,,,,
242,05/22/22 03:00:00 PM,20.805,,,,,
243,05/22/22 04:00:00 PM,22.908,,,,,
244,05/22/22 05:00:00 PM,28.060,,,,,
245,05/22/22 06:00:00 PM,24.641,,,,,
246,05/22/22 07:00:00 PM,17.379,,,,,
247,05/22/22 08:00:00 PM,15.664,,,,,
248,05/22/22 09:00:00 PM,14.325,,,,,
249,05/22/22 10:00:00 PM,13.654,,,,,
250,05/22/22 11:00:00 PM,13.942,,,,,
251,05/23/22 12:00:00 AM,13.846,,,,,
252,05/23/22 01:00:00 AM,13.461,,,,,
253,05/23/22 02:00:00 AM,13.076,,,,,
254,05/23/22 03:00:00 AM,12.497,,,,,
255,05/23/22 04:00:00 AM,12.207,,,,,
256,05/23/22 05:00:00 AM,11.916,,,,,
257,05/23/22 06:00:00 AM,12.980,,,,,
258,05/23/22 07:00:00 AM,18.806,,,,,
259,05/23/22 08:00:00 AM,27.665,,,,,
260,05/23/22 09:00:00 AM,30.659,,,,,
261,05/23/22 10:00:00 AM,29.352,,,,,
262,05/23/22 11:00:00 AM,38.714,,,,,
263,05/23/22 12:00:00 PM,30.054,,,,,
264,05/23/22 01:00:00 PM,21.187,,,,,
265,05/23/22 02:00:00 PM,19.472,,,,,
266,05/23/22 03:00:00 PM,19.853,,,,,
267,05/23/22 04:00:00 PM,16.713,,,,,
268,05/23/22 05:00:00 PM,16.332,,,,,
269,05/23/22 06:00:00 PM,17.094,,,,,
270,05/23/22 07:00:00 PM,15.951,,,,,
271,05/23/22 08:00:00 PM,15.473,,,,,
272,05/23/22 09:00:00 PM,14.134,,,,,
273,05/23/22 10:00:00 PM,13.654,,,,,
274,05/23/22 11:00:00 PM,12.690,,,,,
275,05/24/22 12:00:00 AM,12.207,,,,,
276,05/24/22 01:00:00 AM,11.916,,,,,
277,05/24/22 02:00:00 AM,11.625,,,,,
278,05/24/22 03:00:00 AM,11.334,,,,,
279,05/24/22 04:00:00 AM,10.944,,,,,
280,05/24/22 05:00:00 AM,10.846,,,,,
281,05/24/22 06:00:00 AM,11.528,,,,,
282,05/24/22 07:00:00 AM,17.760,,,,,
283,05/24/22 08:00:00 AM,27.567,,,,,
284,05/24/22 09:00:00 AM,24.158,,,,,
285,05/24/22 10:00:00 AM,25.222,,,,,
286,05/24/22 11:00:00 AM,35.222,,,,,
287,05/24/22 12:00:00 PM,35.542,,,,,
288,05/24/22 01:00:00 PM,27.665,,,,,
289,05/24/22 02:00:00 PM,23.484,,,,,
290,05/24/22 03:00:00 PM,20.043,,,,,
291,05/24/22 04:00:00 PM,22.812,,,,,
292,05/24/22 05:00:00 PM,26.000,,,,,
293,05/24/22 06:00:00 PM,22.142,,,,,
294,05/24/22 07:00:00 PM,16.237,,,,,
295,05/24/22 08:00:00 PM,15.664,,,,,
296,05/24/22 09:00:00 PM,14.038,,,,,
297,05/24/22 10:00:00 PM,13.750,,,,,
298,05/24/22 11:00:00 PM,13.750,,,,,
299,05/25/22 12:00:00 AM,12.787,,,,,
300,05/25/22 01:00:00 AM,11.916,,,,,
301,05/25/22 02:00:00 AM,11.819,,,,,
302,05/25/22 03:00:00 AM,11.625,,,,,
303,05/25/22 04:00:00 AM,11.625,,,,,
304,05/25/22 05:00:00 AM,11.625,,,,,
305,05/25/22 06:00:00 AM,12.594,,,,,
306,05/25/22 07:00:00 AM,17.855,,,,,
307,05/25/22 08:00:00 AM,29.352,,,,,
308,05/25/22 09:00:00 AM,26.879,,,,,
309,05/25/22 10:00:00 AM,28.555,,,,,
310,05/25/22 11:00:00 AM,35.971,,,,,
311,05/25/22 12:00:00 PM,36.837,,,,,
312,05/25/22 01:00:00 PM,31.166,,,,,
313,05/25/22 02:00:00 PM,27.075,,,,,
314,05/25/22 03:00:00 PM,23.292,,,,,
315,05/25/22 04:00:00 PM,27.567,,,,,
316,05/25/22 05:00:00 PM,32.188,,,,,
317,05/25/22 06:00:00 PM,22.717,,,,,
318,05/25/22 07:00:00 PM,15.569,,,,,
319,05/25/22 08:00:00 PM,16.523,,,,,
320,05/25/22 09:00:00 PM,16.046,,,,,
321,05/25/22 10:00:00 PM,15.378,,,,,
322,05/25/22 11:00:00 PM,14.421,,,,,
323,05/26/22 12:00:00 AM,13.558,,,,,
324,05/26/22 01:00:00 AM,12.594,,,,,
325,05/26/22 02:00:00 AM,12.110,,,,,
326,05/26/22 03:00:00 AM,11.916,,,,,
327,05/26/22 04:00:00 AM,11.722,,,,,
328,05/26/22 05:00:00 AM,11.819,,,,,
329,05/26/22 06:00:00 AM,12.497,,,,,
330,05/26/22 07:00:00 AM,16.237,,,,,
331,05/26/22 08:00:00 AM,30.760,,,,,
332,05/26/22 09:00:00 AM,27.567,,,,,
333,05/26/22 10:00:00 AM,31.676,,,,,
334,05/26/22 11:00:00 AM,38.490,,,,,
335,05/26/22 12:00:00 PM,38.938,,,,,
336,05/26/22 01:00:00 PM,33.014,,,,,
337,05/26/22 02:00:00 PM,27.468,,,,,
338,05/26/22 03:00:00 PM,23.677,,,,,
339,05/26/22 04:00:00 PM,30.054,,,,,
340,05/26/22 05:00:00 PM,33.014,,,,,
341,05/26/22 06:00:00 PM,24.835,,,,,
342,05/26/22 07:00:00 PM,17.760,,,,,
343,05/26/22 08:00:00 PM,16.903,,,,,
344,05/26/22 09:00:00 PM,16.903,,,,,
345,05/26/22 10:00:00 PM,16.427,,,,,
346,05/26/22 11:00:00 PM,14.996,,,,,
347,05/27/22 12:00:00 AM,14.325,,,,,
348,05/27/22 01:00:00 AM,13.750,,,,,
349,05/27/22 02:00:00 AM,13.076,,,,,
350,05/27/22 03:00:00 AM,12.594,,,,,
351,05/27/22 04:00:00 AM,12.497,,,,,
352,05/27/22 05:00:00 AM,12.110,,,,,
353,05/27/22 06:00:00 AM,12.497,,,,,
354,05/27/22 07:00:00 AM,14.613,,,,,
355,05/27/22 08:00:00 AM,31.778,,,,,
356,05/27/22 09:00:00 AM,28.357,,,,,
357,05/27/22 10:00:00 AM,32.704,,,,,
358,05/27/22 11:00:00 AM,37.935,,,,,
359,05/27/22 12:00:00 PM,38.490,,,,,
360,05/27/22 01:00:00 PM,33.535,,,,,
361,05/27/22 02:00:00 PM,28.159,,,,,
362,05/27/22 03:00:00 PM,23.869,,,,,
363,05/27/22 04:00:00 PM,29.552,,,,,
364,05/27/22 05:00:00 PM,31.370,,,,,
365,05/27/22 06:00:00 PM,21.760,,,,,
366,05/27/22 07:00:00 PM,18.140,,,,,
367,05/27/22 08:00:00 PM,16.999,,,,,
368,05/27/22 09:00:00 PM,16.808,,,,,
369,05/27/22 10:00:00 PM,16.523,,,,,
370,05/27/22 11:00:00 PM,15.664,,,,,
371,05/28/22 12:00:00 AM,15.091,,,,,
372,05/28/22 01:00:00 AM,14.709,,,,,
373,05/28/22 02:00:00 AM,13.942,,,,,
374,05/28/22 03:00:00 AM,12.980,,,,,
375,05/28/22 04:00:00 AM,12.883,,,,,
376,05/28/22 05:00:00 AM,13.076,,,,,
377,05/28/22 06:00:00 AM,13.750,,,,,
378,05/28/22 07:00:00 AM,16.523,,,,,
379,05/28/22 08:00:00 AM,19.472,,,,,
380,05/28/22 09:00:00 AM,23.966,,,,,
381,05/28/22 10:00:00 AM,25.902,,,,,
382,05/28/22 11:00:00 AM,35.222,,,,,
383,05/28/22 12:00:00 PM,33.118,,,,,
384,05/28/22 01:00:00 PM,29.752,,,,,
385,05/28/22 02:00:00 PM,25.708,,,,,
386,05/28/22 03:00:00 PM,22.429,,,,,
387,05/28/22 04:00:00 PM,29.452,,,,,
388,05/28/22 05:00:00 PM,23.484,,,,,
389,05/28/22 06:00:00 PM,21.378,,,,,
390,05/28/22 07:00:00 PM,16.618,,,,,
391,05/28/22 08:00:00 PM,15.473,,,,,
392,05/28/22 09:00:00 PM,14.900,,,,,
393,05/28/22 10:00:00 PM,14.325,,,,,
394,05/28/22 11:00:00 PM,13.750,,,,,
395,05/29/22 12:00:00 AM,13.461,,,,,
396,05/29/22 01:00:00 AM,13.076,,,,,
397,05/29/22 02:00:00 AM,12.304,,,,,
398,05/29/22 03:00:00 AM,11.916,,,,,
399,05/29/22 04:00:00 AM,11.819,,,,,
400,05/29/22 05:00:00 AM,11.916,,,,,
401,05/29/22 06:00:00 AM,12.883,,,,,
402,05/29/22 07:00:00 AM,16.713,,,,,
403,05/29/22 08:00:00 AM,27.272,,,,,
404,05/29/22 09:00:00 AM,32.600,,,,,
405,05/29/22 10:00:00 AM,30.054,,,,,
406,05/29/22 11:00:00 AM,36.620,,,,,
407,05/29/22 12:00:00 PM,29.853,,,,,
408,05/29/22 01:00:00 PM,30.558,,,,,
409,05/29/22 02:00:00 PM,23.966,,,,,
410,05/29/22 03:00:00 PM,20.710,,,,,
411,05/29/22 04:00:00 PM,28.754,,,,,
412,05/29/22 05:00:00 PM,19.662,,,,,
413,05/29/22 06:00:00 PM,17.094,,,,,
414,05/29/22 07:00:00 PM,16.999,,,,,
415,05/29/22 08:00:00 PM,15.187,,,,,
416,05/29/22 09:00:00 PM,14.134,,,,,
417,05/29/22 10:00:00 PM,13.076,,,,,
418,05/29/22 11:00:00 PM,12.013,,,,,
419,05/30/22 12:00:00 AM,11.528,,,,,
420,05/30/22 01:00:00 AM,11.625,,,,,
421,05/30/22 02:00:00 AM,11.236,,,,,
422,05/30/22 03:00:00 AM,11.334,,,,,
423,05/30/22 04:00:00 AM,11.041,,,,,
424,05/30/22 05:00:00 AM,11.236,,,,,
425,05/30/22 06:00:00 AM,12.110,,,,,
426,05/30/22 07:00:00 AM,15.187,,,,,
427,05/30/22 08:00:00 AM,26.292,,,,,
428,05/30/22 09:00:00 AM,32.086,,,,,
429,05/30/22 10:00:00 AM,24.158,,,,,
430,05/30/22 11:00:00 AM,33.222,,,,,
431,05/30/22 12:00:00 PM,35.864,,,,,
432,05/30/22 01:00:00 PM,28.159,,,,,
433,05/30/22 02:00:00 PM,24.062,,,,,
434,05/30/22 03:00:00 PM,19.948,,,,,
435,05/30/22 04:00:00 PM,26.292,,,,,
436,05/30/22 05:00:00 PM,26.683,,,,,
437,05/30/22 06:00:00 PM,22.717,,,,,
438,05/30/22 07:00:00 PM,16.713,,,,,
439,05/30/22 08:00:00 PM,14.517,,,,,
440,05/30/22 09:00:00 PM,13.461,,,,,
441,05/30/22 10:00:00 PM,13.654,,,,,
442,05/30/22 11:00:00 PM,12.401,,,,,
443,05/31/22 12:00:00 AM,11.819,,,,,
444,05/31/22 01:00:00 AM,11.431,,,,,
445,05/31/22 02:00:00 AM,11.236,,,,,
446,05/31/22 03:00:00 AM,10.748,,,,,
447,05/31/22 04:00:00 AM,10.553,,,,,
448,05/31/22 05:00:00 AM,10.357,,,,,
449,05/31/22 06:00:00 AM,11.041,,,,,
450,05/31/22 07:00:00 AM,15.473,,,,,
451,05/31/22 08:00:00 AM,29.652,,,,,
452,05/31/22 09:00:00 AM,27.272,,,,,
453,05/31/22 10:00:00 AM,28.159,,,,,
454,05/31/22 11:00:00 AM,33.953,,,,,
455,05/31/22 12:00:00 PM,35.115,,,,,
456,05/31/22 01:00:00 PM,29.853,,,,,
457,05/31/22 02:00:00 PM,25.319,,,,,
458,05/31/22 03:00:00 PM,21.760,,,,,
459,05/31/22 04:00:00 PM,27.075,,,,,
460,05/31/22 05:00:00 PM,27.370,,,,,
461,05/31/22 06:00:00 PM,22.238,,,,,
462,05/31/22 07:00:00 PM,18.331,,,,,
463,05/31/22 08:00:00 PM,16.713,,,,,
464,05/31/22 09:00:00 PM,15.378,,,,,
465,05/31/22 10:00:00 PM,14.134,,,,,
466,05/31/22 11:00:00 PM,13.076,,,,,
467,06/01/22 12:00:00 AM,12.013,,,,,
468,06/01/22 01:00:00 AM,11.916,,,,,
469,06/01/22 02:00:00 AM,11.722,,,,,
470,06/01/22 03:00:00 AM,11.431,,,,,
471,06/01/22 04:00:00 AM,11.334,,,,,
472,06/01/22 05:00:00 AM,10.944,,,,,
473,06/01/22 06:00:00 AM,11.431,,,,,
474,06/01/22 07:00:00 AM,15.760,,,,,
475,06/01/22 08:00:00 AM,24.931,,,,,
476,06/01/22 09:00:00 AM,25.028,,,,,
477,06/01/22 10:00:00 AM,31.370,,,,,
478,06/01/22 11:00:00 AM,35.222,,,,,
479,06/01/22 12:00:00 PM,36.511,,,,,
480,06/01/22 01:00:00 PM,31.370,,,,,
481,06/01/22 02:00:00 PM,26.977,,,,,
482,06/01/22 03:00:00 PM,22.333,,,,,
483,06/01/22 04:00:00 PM,32.807,,,,,
484,06/01/22 05:00:00 PM,29.152,,,,,
485,06/01/22 06:00:00 PM,24.545,,,,,
486,06/01/22 07:00:00 PM,17.379,,,,,
487,06/01/22 08:00:00 PM,16.237,,,,,
488,06/01/22 09:00:00 PM,15.855,,,,,
489,06/01/22 10:00:00 PM,15.091,,,,,
490,06/01/22 11:00:00 PM,14.038,,,,,
491,06/02/22 12:00:00 AM,13.076,,,,,
492,06/02/22 01:00:00 AM,12.110,,,,,
493,06/02/22 02:00:00 AM,12.013,,,,,
494,06/02/22 03:00:00 AM,11.431,,,,,
495,06/02/22 04:00:00 AM,11.431,,,,,
496,06/02/22 05:00:00 AM,11.528,,,,,
497,06/02/22 06:00:00 AM,11.722,,,,,
498,06/02/22 07:00:00 AM,16.523,,,,,
499,06/02/22 08:00:00 AM,27.764,,,,,
500,06/02/22 09:00:00 AM,33.430,,,,,
501,06/02/22 10:00:00 AM,32.086,,,,,
502,06/02/22 11:00:00 AM,36.403,,,,,
503,06/02/22 12:00:00 PM,37.494,,,,,
504,06/02/22 01:00:00 PM,32.291,,,,,
505,06/02/22 02:00:00 PM,27.272,,,,,
506,06/02/22 03:00:00 PM,20.043,,,,,
507,06/02/22 04:00:00 PM,31.166,,,,,
508,06/02/22 05:00:00 PM,28.853,,,,,
509,06/02/22 06:00:00 PM,23.581,,,,,
510,06/02/22 07:00:00 PM,17.379,,,,,
511,06/02/22 08:00:00 PM,16.427,,,,,
512,06/02/22 09:00:00 PM,15.760,,,,,
513,06/02/22 10:00:00 PM,14.996,,,,,
514,06/02/22 11:00:00 PM,14.134,,,,,
515,06/03/22 12:00:00 AM,13.269,,,,,
516,06/03/22 01:00:00 AM,12.497,,,,,
517,06/03/22 02:00:00 AM,12.013,,,,,
518,06/03/22 03:00:00 AM,11.625,,,,,
519,06/03/22 04:00:00 AM,11.528,,,,,
520,06/03/22 05:00:00 AM,11.722,,,,,
521,06/03/22 06:00:00 AM,12.594,,,,,
522,06/03/22 07:00:00 AM,14.613,,,,,
523,06/03/22 08:00:00 AM,29.953,,,,,
524,06/03/22 09:00:00 AM,33.430,,,,,
525,06/03/22 10:00:00 AM,31.268,,,,,
526,06/03/22 11:00:00 AM,33.535,,,,,
