Plot Title: Blank3,,
#,"Date Time, GMT-07:00","Temp, °C (LGR S/N: 10597815, SEN S/N: 10597815)"
330,5/25/2022 5:00,11.139
331,5/25/2022 6:00,11.528
332,5/25/2022 7:00,15.569
333,5/25/2022 8:00,18.711
334,5/25/2022 9:00,20.901
335,5/25/2022 10:00,18.996
336,5/25/2022 11:00,21.569
337,5/25/2022 12:00,25.319
338,5/25/2022 13:00,27.272
339,5/25/2022 14:00,28.357
340,5/25/2022 15:00,27.862
341,5/25/2022 16:00,22.908
342,5/25/2022 17:00,25.125
343,5/25/2022 18:00,19.472
344,5/25/2022 19:00,16.808
345,5/25/2022 20:00,16.332
346,5/25/2022 21:00,15.855
347,5/25/2022 22:00,15.282
348,5/25/2022 23:00,14.421
349,5/26/2022 0:00,13.461
350,5/26/2022 1:00,12.69
351,5/26/2022 2:00,11.916
352,5/26/2022 3:00,11.625
353,5/26/2022 4:00,11.431
354,5/26/2022 5:00,11.334
355,5/26/2022 6:00,11.722
356,5/26/2022 7:00,15.187
357,5/26/2022 8:00,19.567
358,5/26/2022 9:00,22.142
359,5/26/2022 10:00,20.043
360,5/26/2022 11:00,22.621
361,5/26/2022 12:00,26.781
362,5/26/2022 13:00,28.655
363,5/26/2022 14:00,30.154
364,5/26/2022 15:00,28.754
365,5/26/2022 16:00,23.869
366,5/26/2022 17:00,24.931
367,5/26/2022 18:00,19.948
368,5/26/2022 19:00,16.999
369,5/26/2022 20:00,15.664
370,5/26/2022 21:00,15.664
371,5/26/2022 22:00,15.569
372,5/26/2022 23:00,14.421
373,5/27/2022 0:00,13.846
374,5/27/2022 1:00,13.365
375,5/27/2022 2:00,12.69
376,5/27/2022 3:00,12.207
377,5/27/2022 4:00,12.013
378,5/27/2022 5:00,11.722
379,5/27/2022 6:00,11.722
380,5/27/2022 7:00,15.664
381,5/27/2022 8:00,20.519
382,5/27/2022 9:00,23.388
383,5/27/2022 10:00,20.71
384,5/27/2022 11:00,22.717
385,5/27/2022 12:00,26.195
386,5/27/2022 13:00,27.961
387,5/27/2022 14:00,29.152
388,5/27/2022 15:00,26.879
389,5/27/2022 16:00,23.677
390,5/27/2022 17:00,24.641
391,5/27/2022 18:00,19.758
392,5/27/2022 19:00,16.999
393,5/27/2022 20:00,15.855
394,5/27/2022 21:00,15.76
395,5/27/2022 22:00,15.76
396,5/27/2022 23:00,14.996
397,5/28/2022 0:00,14.421
398,5/28/2022 1:00,14.134
399,5/28/2022 2:00,13.558
400,5/28/2022 3:00,12.69
401,5/28/2022 4:00,12.304
402,5/28/2022 5:00,12.497
403,5/28/2022 6:00,12.883
404,5/28/2022 7:00,14.325
405,5/28/2022 8:00,15.664
406,5/28/2022 9:00,18.045
407,5/28/2022 10:00,17.95
408,5/28/2022 11:00,22.238
409,5/28/2022 12:00,25.805
410,5/28/2022 13:00,27.075
411,5/28/2022 14:00,27.567
412,5/28/2022 15:00,26.097
413,5/28/2022 16:00,23.1
414,5/28/2022 17:00,23.773
415,5/28/2022 18:00,18.901
416,5/28/2022 19:00,15.378
417,5/28/2022 20:00,14.421
418,5/28/2022 21:00,14.134
419,5/28/2022 22:00,13.558
420,5/28/2022 23:00,12.883
421,5/29/2022 0:00,12.69
422,5/29/2022 1:00,12.594
423,5/29/2022 2:00,12.013
424,5/29/2022 3:00,11.625
425,5/29/2022 4:00,11.431
426,5/29/2022 5:00,11.334
427,5/29/2022 6:00,11.916
428,5/29/2022 7:00,15.378
429,5/29/2022 8:00,20.71
430,5/29/2022 9:00,23.581
431,5/29/2022 10:00,19.282
432,5/29/2022 11:00,22.525
433,5/29/2022 12:00,26.683
434,5/29/2022 13:00,28.655
435,5/29/2022 14:00,28.357
436,5/29/2022 15:00,27.272
437,5/29/2022 16:00,23.292
438,5/29/2022 17:00,21.473
439,5/29/2022 18:00,17.189
440,5/29/2022 19:00,15.282
441,5/29/2022 20:00,14.23
442,5/29/2022 21:00,13.365
443,5/29/2022 22:00,12.594
444,5/29/2022 23:00,11.528
445,5/30/2022 0:00,10.944
446,5/30/2022 1:00,11.041
447,5/30/2022 2:00,10.944
448,5/30/2022 3:00,10.748
449,5/30/2022 4:00,10.455
450,5/30/2022 5:00,10.357
451,5/30/2022 6:00,10.651
452,5/30/2022 7:00,14.23
453,5/30/2022 8:00,18.996
454,5/30/2022 9:00,22.333
455,5/30/2022 10:00,16.903
456,5/30/2022 11:00,20.424
457,5/30/2022 12:00,25.319
458,5/30/2022 13:00,27.567
459,5/30/2022 14:00,29.352
460,5/30/2022 15:00,26.977
461,5/30/2022 16:00,23.388
462,5/30/2022 17:00,24.062
463,5/30/2022 18:00,18.331
464,5/30/2022 19:00,14.9
465,5/30/2022 20:00,13.558
466,5/30/2022 21:00,12.69
467,5/30/2022 22:00,12.787
468,5/30/2022 23:00,12.11
469,5/31/2022 0:00,11.236
470,5/31/2022 1:00,10.748
471,5/31/2022 2:00,10.455
472,5/31/2022 3:00,10.063
473,5/31/2022 4:00,9.866
474,5/31/2022 5:00,9.571
475,5/31/2022 6:00,9.866
476,5/31/2022 7:00,14.23
477,5/31/2022 8:00,19.377
478,5/31/2022 9:00,22.621
479,5/31/2022 10:00,18.521
480,5/31/2022 11:00,22.812
481,5/31/2022 12:00,27.764
482,5/31/2022 13:00,28.953
483,5/31/2022 14:00,30.356
484,5/31/2022 15:00,27.272
485,5/31/2022 16:00,22.621
486,5/31/2022 17:00,24.158
487,5/31/2022 18:00,19.758
488,5/31/2022 19:00,17.094
489,5/31/2022 20:00,16.046
490,5/31/2022 21:00,14.996
491,5/31/2022 22:00,14.038
492,5/31/2022 23:00,12.98
493,6/1/2022 0:00,11.916
494,6/1/2022 1:00,11.334
495,6/1/2022 2:00,10.944
496,6/1/2022 3:00,10.553
497,6/1/2022 4:00,10.357
498,6/1/2022 5:00,10.063
499,6/1/2022 6:00,10.259
500,6/1/2022 7:00,14.517
501,6/1/2022 8:00,19.662
502,6/1/2022 9:00,21.951
503,6/1/2022 10:00,18.806
504,6/1/2022 11:00,21.951
505,6/1/2022 12:00,26.781
506,6/1/2022 13:00,28.357
507,6/1/2022 14:00,29.853
508,6/1/2022 15:00,27.272
509,6/1/2022 16:00,24.158
510,6/1/2022 17:00,24.931
511,6/1/2022 18:00,20.234
512,6/1/2022 19:00,16.523
513,6/1/2022 20:00,15.378
514,6/1/2022 21:00,15.091
515,6/1/2022 22:00,14.709
516,6/1/2022 23:00,13.846
517,6/2/2022 0:00,12.883
518,6/2/2022 1:00,11.916
519,6/2/2022 2:00,11.334
520,6/2/2022 3:00,10.846
521,6/2/2022 4:00,10.553
522,6/2/2022 5:00,10.455
523,6/2/2022 6:00,10.553
524,6/2/2022 7:00,15.187
525,6/2/2022 8:00,20.615
526,6/2/2022 9:00,23.388
527,6/2/2022 10:00,19.187
528,6/2/2022 11:00,23.196
529,6/2/2022 12:00,27.567
530,6/2/2022 13:00,28.456
531,6/2/2022 14:00,30.154
532,6/2/2022 15:00,25.708
533,6/2/2022 16:00,22.812
534,6/2/2022 17:00,23.869
535,6/2/2022 18:00,20.138
536,6/2/2022 19:00,16.523
537,6/2/2022 20:00,15.282
538,6/2/2022 21:00,14.996
539,6/2/2022 22:00,14.421
540,6/2/2022 23:00,13.75
541,6/3/2022 0:00,12.98
542,6/3/2022 1:00,12.207
543,6/3/2022 2:00,11.625
544,6/3/2022 3:00,11.139
545,6/3/2022 4:00,10.944
546,6/3/2022 5:00,11.041
547,6/3/2022 6:00,11.334
548,6/3/2022 7:00,15.187
549,6/3/2022 8:00,19.472
550,6/3/2022 9:00,23.004
551,6/3/2022 10:00,19.567
552,6/3/2022 11:00,22.046
553,6/3/2022 12:00,26
554,6/3/2022 13:00,26.585
555,6/3/2022 14:00,26.683
556,6/3/2022 15:00,22.046
557,6/3/2022 16:00,20.424
558,6/3/2022 17:00,18.806
559,6/3/2022 18:00,17.855
560,6/3/2022 19:00,16.237
561,6/3/2022 20:00,15.282
562,6/3/2022 21:00,15.282
563,6/3/2022 22:00,15.091
564,6/3/2022 23:00,14.23
565,6/4/2022 0:00,13.461
566,6/4/2022 1:00,12.69
567,6/4/2022 2:00,12.207
568,6/4/2022 3:00,11.722
569,6/4/2022 4:00,11.528
570,6/4/2022 5:00,11.431
571,6/4/2022 6:00,11.819
572,6/4/2022 7:00,15.76
573,6/4/2022 8:00,19.853
574,6/4/2022 9:00,23.1
575,6/4/2022 10:00,20.519
576,6/4/2022 11:00,22.908
577,6/4/2022 12:00,24.641
578,6/4/2022 13:00,27.173
579,6/4/2022 14:00,28.357
580,6/4/2022 15:00,26.292
581,6/4/2022 16:00,23.677
582,6/4/2022 17:00,23.388
583,6/4/2022 18:00,18.996
584,6/4/2022 19:00,16.999
585,6/4/2022 20:00,15.951
586,6/4/2022 21:00,15.664
587,6/4/2022 22:00,15.473
588,6/4/2022 23:00,14.9
589,6/5/2022 0:00,14.517
590,6/5/2022 1:00,14.134
591,6/5/2022 2:00,13.558
592,6/5/2022 3:00,13.076
593,6/5/2022 4:00,12.594
594,6/5/2022 5:00,12.11
595,6/5/2022 6:00,12.594
596,6/5/2022 7:00,16.618
597,6/5/2022 8:00,20.996
598,6/5/2022 9:00,23.773
599,6/5/2022 10:00,21.473
600,6/5/2022 11:00,24.545
601,6/5/2022 12:00,28.754
602,6/5/2022 13:00,26.879
603,6/5/2022 14:00,29.752
604,6/5/2022 15:00,26.977
605,6/5/2022 16:00,24.351
606,6/5/2022 17:00,24.545
607,6/5/2022 18:00,21.282
608,6/5/2022 19:00,17.855
609,6/5/2022 20:00,16.237
610,6/5/2022 21:00,15.76
611,6/5/2022 22:00,15.664
612,6/5/2022 23:00,14.517
613,6/6/2022 0:00,14.421
614,6/6/2022 1:00,14.23
615,6/6/2022 2:00,14.038
616,6/6/2022 3:00,13.654
617,6/6/2022 4:00,13.173
618,6/6/2022 5:00,12.594
619,6/6/2022 6:00,12.69
620,6/6/2022 7:00,16.808
621,6/6/2022 8:00,21.855
622,6/6/2022 9:00,24.351
623,6/6/2022 10:00,22.142
624,6/6/2022 11:00,23.773
625,6/6/2022 12:00,28.258
626,6/6/2022 13:00,29.352
627,6/6/2022 14:00,31.472
628,6/6/2022 15:00,28.456
629,6/6/2022 16:00,25.125
630,6/6/2022 17:00,26.097
631,6/6/2022 18:00,21.855
632,6/6/2022 19:00,18.806
633,6/6/2022 20:00,16.808
634,6/6/2022 21:00,16.332
635,6/6/2022 22:00,16.141
636,6/6/2022 23:00,15.091
637,6/7/2022 0:00,14.804
638,6/7/2022 1:00,14.325
639,6/7/2022 2:00,13.942
640,6/7/2022 3:00,13.461
641,6/7/2022 4:00,12.883
642,6/7/2022 5:00,12.401
643,6/7/2022 6:00,12.594
644,6/7/2022 7:00,16.808
645,6/7/2022 8:00,21.855
646,6/7/2022 9:00,24.351
647,6/7/2022 10:00,22.046
648,6/7/2022 11:00,24.062
649,6/7/2022 12:00,28.655
650,6/7/2022 13:00,28.357
651,6/7/2022 14:00,30.457
652,6/7/2022 15:00,27.961
653,6/7/2022 16:00,25.416
654,6/7/2022 17:00,26.977
655,6/7/2022 18:00,22.333
656,6/7/2022 19:00,18.996
657,6/7/2022 20:00,16.999
658,6/7/2022 21:00,16.523
659,6/7/2022 22:00,16.141
660,6/7/2022 23:00,14.709
661,6/8/2022 0:00,14.613
662,6/8/2022 1:00,14.709
663,6/8/2022 2:00,14.517
664,6/8/2022 3:00,14.23
665,6/8/2022 4:00,13.846
666,6/8/2022 5:00,13.461
667,6/8/2022 6:00,13.75
668,6/8/2022 7:00,17.57
669,6/8/2022 8:00,21.187
670,6/8/2022 9:00,25.222
671,6/8/2022 10:00,21.664
672,6/8/2022 11:00,24.351
673,6/8/2022 12:00,29.352
674,6/8/2022 13:00,29.953
675,6/8/2022 14:00,31.574
676,6/8/2022 15:00,28.456
677,6/8/2022 16:00,26.781
678,6/8/2022 17:00,26.585
679,6/8/2022 18:00,21.76
680,6/8/2022 19:00,18.521
681,6/8/2022 20:00,16.808
682,6/8/2022 21:00,16.713
683,6/8/2022 22:00,16.046
684,6/8/2022 23:00,14.23
685,6/9/2022 0:00,13.75
686,6/9/2022 1:00,13.942
687,6/9/2022 2:00,13.942
688,6/9/2022 3:00,13.75
689,6/9/2022 4:00,13.558
690,6/9/2022 5:00,13.269
691,6/9/2022 6:00,13.654
692,6/9/2022 7:00,17.189
693,6/9/2022 8:00,21.378
694,6/9/2022 9:00,24.545
695,6/9/2022 10:00,22.046
696,6/9/2022 11:00,23.966
697,6/9/2022 12:00,28.853
698,6/9/2022 13:00,28.456
699,6/9/2022 14:00,31.166
700,6/9/2022 15:00,25.805
701,6/9/2022 16:00,25.222
702,6/9/2022 17:00,27.764
703,6/9/2022 18:00,22.717
704,6/9/2022 19:00,18.996
705,6/9/2022 20:00,17.189
706,6/9/2022 21:00,16.999
707,6/9/2022 22:00,16.237
708,6/9/2022 23:00,14.804
709,6/10/2022 0:00,14.709
710,6/10/2022 1:00,14.709
711,6/10/2022 2:00,14.996
712,6/10/2022 3:00,15.282
713,6/10/2022 4:00,15.282
714,6/10/2022 5:00,15.091
715,6/10/2022 6:00,15.473
716,6/10/2022 7:00,17.95
717,6/10/2022 8:00,21.664
718,6/10/2022 9:00,24.062
719,6/10/2022 10:00,21.855
720,6/10/2022 11:00,26.585
721,6/10/2022 12:00,25.125
722,6/10/2022 13:00,23.966
723,6/10/2022 14:00,28.754
724,6/10/2022 15:00,23.292
725,6/10/2022 16:00,19.567
726,6/10/2022 17:00,18.711
727,6/10/2022 18:00,17.57
728,6/10/2022 19:00,17.189
729,6/10/2022 20:00,16.903
730,6/10/2022 21:00,17.189
731,6/10/2022 22:00,16.999
732,6/10/2022 23:00,15.855
733,6/11/2022 0:00,15.569
734,6/11/2022 1:00,15.187
735,6/11/2022 2:00,15.091
736,6/11/2022 3:00,14.996
737,6/11/2022 4:00,14.709
738,6/11/2022 5:00,14.613
739,6/11/2022 6:00,14.9
740,6/11/2022 7:00,17.475
741,6/11/2022 8:00,22.046
742,6/11/2022 9:00,24.158
743,6/11/2022 10:00,21.091
744,6/11/2022 11:00,24.931
745,6/11/2022 12:00,29.552
746,6/11/2022 13:00,30.558
747,6/11/2022 14:00,33.535
748,6/11/2022 15:00,33.535
749,6/11/2022 16:00,29.953
750,6/11/2022 17:00,31.37
751,6/11/2022 18:00,25.708
752,6/11/2022 19:00,21.76
753,6/11/2022 20:00,19.282
754,6/11/2022 21:00,17.855
755,6/11/2022 22:00,16.713
756,6/11/2022 23:00,15.664
757,6/12/2022 0:00,14.421
758,6/12/2022 1:00,13.846
759,6/12/2022 2:00,14.134
760,6/12/2022 3:00,14.517
761,6/12/2022 4:00,14.325
762,6/12/2022 5:00,14.038
763,6/12/2022 6:00,14.325
764,6/12/2022 7:00,17.855
765,6/12/2022 8:00,23.677
766,6/12/2022 9:00,26.292
767,6/12/2022 10:00,24.448
768,6/12/2022 11:00,29.152
769,6/12/2022 12:00,34.058
770,6/12/2022 13:00,35.756
771,6/12/2022 14:00,37.824
772,6/12/2022 15:00,35.971
773,6/12/2022 16:00,33.953
774,6/12/2022 17:00,30.76
775,6/12/2022 18:00,25.708
776,6/12/2022 19:00,21.473
777,6/12/2022 20:00,18.806
778,6/12/2022 21:00,17.379
779,6/12/2022 22:00,16.427
780,6/12/2022 23:00,15.855
781,6/13/2022 0:00,15.282
782,6/13/2022 1:00,14.9
783,6/13/2022 2:00,14.517
784,6/13/2022 3:00,14.325
785,6/13/2022 4:00,14.23
786,6/13/2022 5:00,13.846
787,6/13/2022 6:00,14.134
788,6/13/2022 7:00,18.616
789,6/13/2022 8:00,24.448
790,6/13/2022 9:00,26.781
791,6/13/2022 10:00,24.062
792,6/13/2022 11:00,28.258
793,6/13/2022 12:00,34.691
794,6/13/2022 13:00,38.379
795,6/13/2022 14:00,34.796
796,6/13/2022 15:00,32.394
797,6/13/2022 16:00,30.356
798,6/13/2022 17:00,32.188
799,6/13/2022 18:00,28.06
800,6/13/2022 19:00,19.948
801,6/13/2022 20:00,16.999
802,6/13/2022 21:00,15.569
803,6/13/2022 22:00,14.709
804,6/13/2022 23:00,13.558
805,6/14/2022 0:00,12.98
806,6/14/2022 1:00,13.654
807,6/14/2022 2:00,13.558
808,6/14/2022 3:00,13.365
809,6/14/2022 4:00,13.173
810,6/14/2022 5:00,13.173
811,6/14/2022 6:00,13.365
812,6/14/2022 7:00,16.713
813,6/14/2022 8:00,22.908
814,6/14/2022 9:00,25.416
815,6/14/2022 10:00,22.429
816,6/14/2022 11:00,26.488
