"Plot Title: Air1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10551626, SEN S/N: 10551626)","Coupler Attached (LGR S/N: 10551626)","Host Connected (LGR S/N: 10551626)","Coupler Detached (LGR S/N: 10551626)","Stopped (LGR S/N: 10551626)","End Of File (LGR S/N: 10551626)"
79,05/15/22 08:00:00 PM,16.427,,,,,
80,05/15/22 09:00:00 PM,13.942,,,,,
81,05/15/22 10:00:00 PM,14.709,,,,,
82,05/15/22 11:00:00 PM,14.325,,,,,
83,05/16/22 12:00:00 AM,14.134,,,,,
84,05/16/22 01:00:00 AM,13.942,,,,,
85,05/16/22 02:00:00 AM,13.365,,,,,
86,05/16/22 03:00:00 AM,12.304,,,,,
87,05/16/22 04:00:00 AM,11.819,,,,,
88,05/16/22 05:00:00 AM,11.625,,,,,
89,05/16/22 06:00:00 AM,12.207,,,,,
90,05/16/22 07:00:00 AM,20.901,,,,,
91,05/16/22 08:00:00 AM,24.931,,,,,
92,05/16/22 09:00:00 AM,20.424,,,,,
93,05/16/22 10:00:00 AM,24.448,,,,,
94,05/16/22 11:00:00 AM,29.252,,,,,
95,05/16/22 12:00:00 PM,33.222,,,,,
96,05/16/22 01:00:00 PM,31.778,,,,,
97,05/16/22 02:00:00 PM,24.448,,,,,
98,05/16/22 03:00:00 PM,23.773,,,,,
99,05/16/22 04:00:00 PM,30.659,,,,,
100,05/16/22 05:00:00 PM,28.060,,,,,
101,05/16/22 06:00:00 PM,19.282,,,,,
102,05/16/22 07:00:00 PM,16.903,,,,,
103,05/16/22 08:00:00 PM,15.951,,,,,
104,05/16/22 09:00:00 PM,14.517,,,,,
105,05/16/22 10:00:00 PM,14.038,,,,,
106,05/16/22 11:00:00 PM,13.269,,,,,
107,05/17/22 12:00:00 AM,12.401,,,,,
108,05/17/22 01:00:00 AM,11.625,,,,,
109,05/17/22 02:00:00 AM,11.528,,,,,
110,05/17/22 03:00:00 AM,11.625,,,,,
111,05/17/22 04:00:00 AM,11.625,,,,,
112,05/17/22 05:00:00 AM,11.625,,,,,
113,05/17/22 06:00:00 AM,12.304,,,,,
114,05/17/22 07:00:00 AM,20.710,,,,,
115,05/17/22 08:00:00 AM,24.641,,,,,
116,05/17/22 09:00:00 AM,20.234,,,,,
117,05/17/22 10:00:00 AM,23.004,,,,,
118,05/17/22 11:00:00 AM,29.853,,,,,
119,05/17/22 12:00:00 PM,34.585,,,,,
120,05/17/22 01:00:00 PM,31.064,,,,,
121,05/17/22 02:00:00 PM,24.351,,,,,
122,05/17/22 03:00:00 PM,23.966,,,,,
123,05/17/22 04:00:00 PM,30.862,,,,,
124,05/17/22 05:00:00 PM,28.357,,,,,
125,05/17/22 06:00:00 PM,19.758,,,,,
126,05/17/22 07:00:00 PM,16.523,,,,,
127,05/17/22 08:00:00 PM,15.855,,,,,
128,05/17/22 09:00:00 PM,14.421,,,,,
129,05/17/22 10:00:00 PM,14.230,,,,,
130,05/17/22 11:00:00 PM,13.654,,,,,
131,05/18/22 12:00:00 AM,13.076,,,,,
132,05/18/22 01:00:00 AM,12.304,,,,,
133,05/18/22 02:00:00 AM,11.625,,,,,
134,05/18/22 03:00:00 AM,11.916,,,,,
135,05/18/22 04:00:00 AM,11.722,,,,,
136,05/18/22 05:00:00 AM,11.819,,,,,
137,05/18/22 06:00:00 AM,12.401,,,,,
138,05/18/22 07:00:00 AM,20.424,,,,,
139,05/18/22 08:00:00 AM,24.545,,,,,
140,05/18/22 09:00:00 AM,20.234,,,,,
141,05/18/22 10:00:00 AM,26.292,,,,,
142,05/18/22 11:00:00 AM,28.655,,,,,
143,05/18/22 12:00:00 PM,35.009,,,,,
144,05/18/22 01:00:00 PM,30.457,,,,,
145,05/18/22 02:00:00 PM,24.545,,,,,
146,05/18/22 03:00:00 PM,22.908,,,,,
147,05/18/22 04:00:00 PM,31.064,,,,,
148,05/18/22 05:00:00 PM,27.764,,,,,
149,05/18/22 06:00:00 PM,19.948,,,,,
150,05/18/22 07:00:00 PM,16.808,,,,,
151,05/18/22 08:00:00 PM,16.332,,,,,
152,05/18/22 09:00:00 PM,13.846,,,,,
153,05/18/22 10:00:00 PM,14.230,,,,,
154,05/18/22 11:00:00 PM,13.942,,,,,
155,05/19/22 12:00:00 AM,13.365,,,,,
156,05/19/22 01:00:00 AM,12.690,,,,,
157,05/19/22 02:00:00 AM,12.013,,,,,
158,05/19/22 03:00:00 AM,11.819,,,,,
159,05/19/22 04:00:00 AM,11.625,,,,,
160,05/19/22 05:00:00 AM,11.819,,,,,
161,05/19/22 06:00:00 AM,12.401,,,,,
162,05/19/22 07:00:00 AM,19.948,,,,,
163,05/19/22 08:00:00 AM,24.931,,,,,
164,05/19/22 09:00:00 AM,18.236,,,,,
165,05/19/22 10:00:00 AM,24.545,,,,,
166,05/19/22 11:00:00 AM,29.152,,,,,
167,05/19/22 12:00:00 PM,30.862,,,,,
168,05/19/22 01:00:00 PM,28.853,,,,,
169,05/19/22 02:00:00 PM,25.125,,,,,
170,05/19/22 03:00:00 PM,19.853,,,,,
171,05/19/22 04:00:00 PM,23.292,,,,,
172,05/19/22 05:00:00 PM,22.333,,,,,
173,05/19/22 06:00:00 PM,18.045,,,,,
174,05/19/22 07:00:00 PM,17.189,,,,,
175,05/19/22 08:00:00 PM,15.951,,,,,
176,05/19/22 09:00:00 PM,14.804,,,,,
177,05/19/22 10:00:00 PM,14.134,,,,,
178,05/19/22 11:00:00 PM,13.750,,,,,
179,05/20/22 12:00:00 AM,13.269,,,,,
180,05/20/22 01:00:00 AM,13.076,,,,,
181,05/20/22 02:00:00 AM,12.304,,,,,
182,05/20/22 03:00:00 AM,11.819,,,,,
183,05/20/22 04:00:00 AM,11.625,,,,,
184,05/20/22 05:00:00 AM,11.431,,,,,
185,05/20/22 06:00:00 AM,12.110,,,,,
186,05/20/22 07:00:00 AM,18.996,,,,,
187,05/20/22 08:00:00 AM,25.708,,,,,
188,05/20/22 09:00:00 AM,16.808,,,,,
189,05/20/22 10:00:00 AM,25.125,,,,,
190,05/20/22 11:00:00 AM,28.060,,,,,
191,05/20/22 12:00:00 PM,36.295,,,,,
192,05/20/22 01:00:00 PM,28.456,,,,,
193,05/20/22 02:00:00 PM,24.062,,,,,
194,05/20/22 03:00:00 PM,25.222,,,,,
195,05/20/22 04:00:00 PM,32.188,,,,,
196,05/20/22 05:00:00 PM,26.195,,,,,
197,05/20/22 06:00:00 PM,18.236,,,,,
198,05/20/22 07:00:00 PM,15.378,,,,,
199,05/20/22 08:00:00 PM,14.804,,,,,
200,05/20/22 09:00:00 PM,14.038,,,,,
201,05/20/22 10:00:00 PM,13.942,,,,,
202,05/20/22 11:00:00 PM,13.654,,,,,
203,05/21/22 12:00:00 AM,13.654,,,,,
204,05/21/22 01:00:00 AM,13.365,,,,,
205,05/21/22 02:00:00 AM,12.690,,,,,
206,05/21/22 03:00:00 AM,12.013,,,,,
207,05/21/22 04:00:00 AM,12.207,,,,,
208,05/21/22 05:00:00 AM,12.304,,,,,
209,05/21/22 06:00:00 AM,12.883,,,,,
210,05/21/22 07:00:00 AM,19.187,,,,,
211,05/21/22 08:00:00 AM,24.641,,,,,
212,05/21/22 09:00:00 AM,18.806,,,,,
213,05/21/22 10:00:00 AM,26.097,,,,,
214,05/21/22 11:00:00 AM,28.456,,,,,
215,05/21/22 12:00:00 PM,33.222,,,,,
216,05/21/22 01:00:00 PM,28.060,,,,,
217,05/21/22 02:00:00 PM,24.448,,,,,
218,05/21/22 03:00:00 PM,26.000,,,,,
219,05/21/22 04:00:00 PM,32.291,,,,,
220,05/21/22 05:00:00 PM,29.152,,,,,
221,05/21/22 06:00:00 PM,19.377,,,,,
222,05/21/22 07:00:00 PM,16.237,,,,,
223,05/21/22 08:00:00 PM,15.091,,,,,
224,05/21/22 09:00:00 PM,13.846,,,,,
225,05/21/22 10:00:00 PM,13.654,,,,,
226,05/21/22 11:00:00 PM,13.461,,,,,
227,05/22/22 12:00:00 AM,13.076,,,,,
228,05/22/22 01:00:00 AM,12.497,,,,,
229,05/22/22 02:00:00 AM,11.916,,,,,
230,05/22/22 03:00:00 AM,11.819,,,,,
231,05/22/22 04:00:00 AM,11.819,,,,,
232,05/22/22 05:00:00 AM,11.528,,,,,
233,05/22/22 06:00:00 AM,12.304,,,,,
234,05/22/22 07:00:00 AM,20.996,,,,,
235,05/22/22 08:00:00 AM,26.097,,,,,
236,05/22/22 09:00:00 AM,19.567,,,,,
237,05/22/22 10:00:00 AM,25.708,,,,,
238,05/22/22 11:00:00 AM,28.953,,,,,
239,05/22/22 12:00:00 PM,35.222,,,,,
240,05/22/22 01:00:00 PM,29.053,,,,,
241,05/22/22 02:00:00 PM,24.641,,,,,
242,05/22/22 03:00:00 PM,26.488,,,,,
243,05/22/22 04:00:00 PM,25.708,,,,,
244,05/22/22 05:00:00 PM,27.665,,,,,
245,05/22/22 06:00:00 PM,19.567,,,,,
246,05/22/22 07:00:00 PM,16.523,,,,,
247,05/22/22 08:00:00 PM,15.282,,,,,
248,05/22/22 09:00:00 PM,14.038,,,,,
249,05/22/22 10:00:00 PM,13.365,,,,,
250,05/22/22 11:00:00 PM,13.654,,,,,
251,05/23/22 12:00:00 AM,13.558,,,,,
252,05/23/22 01:00:00 AM,13.173,,,,,
253,05/23/22 02:00:00 AM,12.690,,,,,
254,05/23/22 03:00:00 AM,12.110,,,,,
255,05/23/22 04:00:00 AM,11.916,,,,,
256,05/23/22 05:00:00 AM,11.625,,,,,
257,05/23/22 06:00:00 AM,12.594,,,,,
258,05/23/22 07:00:00 AM,20.901,,,,,
259,05/23/22 08:00:00 AM,25.222,,,,,
260,05/23/22 09:00:00 AM,18.236,,,,,
261,05/23/22 10:00:00 AM,26.195,,,,,
262,05/23/22 11:00:00 AM,28.754,,,,,
263,05/23/22 12:00:00 PM,28.555,,,,,
264,05/23/22 01:00:00 PM,21.473,,,,,
265,05/23/22 02:00:00 PM,19.758,,,,,
266,05/23/22 03:00:00 PM,20.138,,,,,
267,05/23/22 04:00:00 PM,16.427,,,,,
268,05/23/22 05:00:00 PM,17.189,,,,,
269,05/23/22 06:00:00 PM,19.472,,,,,
270,05/23/22 07:00:00 PM,16.713,,,,,
271,05/23/22 08:00:00 PM,15.473,,,,,
272,05/23/22 09:00:00 PM,14.230,,,,,
273,05/23/22 10:00:00 PM,13.461,,,,,
274,05/23/22 11:00:00 PM,12.304,,,,,
275,05/24/22 12:00:00 AM,11.916,,,,,
276,05/24/22 01:00:00 AM,11.722,,,,,
277,05/24/22 02:00:00 AM,11.334,,,,,
278,05/24/22 03:00:00 AM,10.944,,,,,
279,05/24/22 04:00:00 AM,10.748,,,,,
280,05/24/22 05:00:00 AM,10.944,,,,,
281,05/24/22 06:00:00 AM,11.916,,,,,
282,05/24/22 07:00:00 AM,20.805,,,,,
283,05/24/22 08:00:00 AM,26.097,,,,,
284,05/24/22 09:00:00 AM,16.618,,,,,
285,05/24/22 10:00:00 AM,23.388,,,,,
286,05/24/22 11:00:00 AM,27.272,,,,,
287,05/24/22 12:00:00 PM,31.676,,,,,
288,05/24/22 01:00:00 PM,25.513,,,,,
289,05/24/22 02:00:00 PM,23.004,,,,,
290,05/24/22 03:00:00 PM,24.738,,,,,
291,05/24/22 04:00:00 PM,27.370,,,,,
292,05/24/22 05:00:00 PM,27.764,,,,,
293,05/24/22 06:00:00 PM,19.282,,,,,
294,05/24/22 07:00:00 PM,16.903,,,,,
295,05/24/22 08:00:00 PM,15.951,,,,,
296,05/24/22 09:00:00 PM,14.517,,,,,
297,05/24/22 10:00:00 PM,14.134,,,,,
298,05/24/22 11:00:00 PM,13.750,,,,,
299,05/25/22 12:00:00 AM,12.690,,,,,
300,05/25/22 01:00:00 AM,11.722,,,,,
301,05/25/22 02:00:00 AM,11.625,,,,,
302,05/25/22 03:00:00 AM,11.431,,,,,
303,05/25/22 04:00:00 AM,11.431,,,,,
304,05/25/22 05:00:00 AM,11.528,,,,,
305,05/25/22 06:00:00 AM,12.594,,,,,
306,05/25/22 07:00:00 AM,20.329,,,,,
307,05/25/22 08:00:00 AM,23.869,,,,,
308,05/25/22 09:00:00 AM,17.284,,,,,
309,05/25/22 10:00:00 AM,23.773,,,,,
310,05/25/22 11:00:00 AM,26.683,,,,,
311,05/25/22 12:00:00 PM,31.064,,,,,
312,05/25/22 01:00:00 PM,28.258,,,,,
313,05/25/22 02:00:00 PM,25.222,,,,,
314,05/25/22 03:00:00 PM,27.173,,,,,
315,05/25/22 04:00:00 PM,30.054,,,,,
316,05/25/22 05:00:00 PM,29.953,,,,,
317,05/25/22 06:00:00 PM,17.855,,,,,
318,05/25/22 07:00:00 PM,15.855,,,,,
319,05/25/22 08:00:00 PM,16.618,,,,,
320,05/25/22 09:00:00 PM,15.760,,,,,
321,05/25/22 10:00:00 PM,15.091,,,,,
322,05/25/22 11:00:00 PM,14.134,,,,,
323,05/26/22 12:00:00 AM,13.173,,,,,
324,05/26/22 01:00:00 AM,12.207,,,,,
325,05/26/22 02:00:00 AM,11.819,,,,,
326,05/26/22 03:00:00 AM,11.722,,,,,
327,05/26/22 04:00:00 AM,11.528,,,,,
328,05/26/22 05:00:00 AM,11.625,,,,,
329,05/26/22 06:00:00 AM,12.401,,,,,
330,05/26/22 07:00:00 AM,18.616,,,,,
331,05/26/22 08:00:00 AM,24.351,,,,,
332,05/26/22 09:00:00 AM,17.950,,,,,
333,05/26/22 10:00:00 AM,24.641,,,,,
334,05/26/22 11:00:00 AM,27.567,,,,,
335,05/26/22 12:00:00 PM,31.064,,,,,
336,05/26/22 01:00:00 PM,26.292,,,,,
337,05/26/22 02:00:00 PM,25.610,,,,,
338,05/26/22 03:00:00 PM,27.272,,,,,
339,05/26/22 04:00:00 PM,28.060,,,,,
340,05/26/22 05:00:00 PM,28.258,,,,,
341,05/26/22 06:00:00 PM,20.805,,,,,
342,05/26/22 07:00:00 PM,17.475,,,,,
343,05/26/22 08:00:00 PM,16.618,,,,,
344,05/26/22 09:00:00 PM,16.427,,,,,
345,05/26/22 10:00:00 PM,15.951,,,,,
346,05/26/22 11:00:00 PM,14.421,,,,,
347,05/27/22 12:00:00 AM,13.846,,,,,
348,05/27/22 01:00:00 AM,13.269,,,,,
349,05/27/22 02:00:00 AM,12.497,,,,,
350,05/27/22 03:00:00 AM,12.110,,,,,
351,05/27/22 04:00:00 AM,12.013,,,,,
352,05/27/22 05:00:00 AM,11.625,,,,,
353,05/27/22 06:00:00 AM,12.207,,,,,
354,05/27/22 07:00:00 AM,19.567,,,,,
355,05/27/22 08:00:00 AM,24.351,,,,,
356,05/27/22 09:00:00 AM,19.187,,,,,
357,05/27/22 10:00:00 AM,25.708,,,,,
358,05/27/22 11:00:00 AM,27.272,,,,,
359,05/27/22 12:00:00 PM,30.255,,,,,
360,05/27/22 01:00:00 PM,28.655,,,,,
361,05/27/22 02:00:00 PM,25.708,,,,,
362,05/27/22 03:00:00 PM,23.004,,,,,
363,05/27/22 04:00:00 PM,29.152,,,,,
364,05/27/22 05:00:00 PM,28.159,,,,,
365,05/27/22 06:00:00 PM,20.329,,,,,
366,05/27/22 07:00:00 PM,17.855,,,,,
367,05/27/22 08:00:00 PM,16.808,,,,,
368,05/27/22 09:00:00 PM,16.427,,,,,
369,05/27/22 10:00:00 PM,16.141,,,,,
370,05/27/22 11:00:00 PM,15.187,,,,,
371,05/28/22 12:00:00 AM,14.804,,,,,
372,05/28/22 01:00:00 AM,14.230,,,,,
373,05/28/22 02:00:00 AM,13.461,,,,,
374,05/28/22 03:00:00 AM,12.497,,,,,
375,05/28/22 04:00:00 AM,12.497,,,,,
376,05/28/22 05:00:00 AM,12.787,,,,,
377,05/28/22 06:00:00 AM,13.365,,,,,
378,05/28/22 07:00:00 AM,16.141,,,,,
379,05/28/22 08:00:00 AM,18.521,,,,,
380,05/28/22 09:00:00 AM,21.664,,,,,
381,05/28/22 10:00:00 AM,21.951,,,,,
382,05/28/22 11:00:00 AM,26.879,,,,,
383,05/28/22 12:00:00 PM,29.752,,,,,
384,05/28/22 01:00:00 PM,28.655,,,,,
385,05/28/22 02:00:00 PM,26.292,,,,,
386,05/28/22 03:00:00 PM,26.488,,,,,
387,05/28/22 04:00:00 PM,31.880,,,,,
388,05/28/22 05:00:00 PM,24.062,,,,,
389,05/28/22 06:00:00 PM,17.284,,,,,
390,05/28/22 07:00:00 PM,15.855,,,,,
391,05/28/22 08:00:00 PM,15.187,,,,,
392,05/28/22 09:00:00 PM,14.804,,,,,
393,05/28/22 10:00:00 PM,14.134,,,,,
394,05/28/22 11:00:00 PM,13.461,,,,,
395,05/29/22 12:00:00 AM,13.173,,,,,
396,05/29/22 01:00:00 AM,12.690,,,,,
397,05/29/22 02:00:00 AM,11.916,,,,,
398,05/29/22 03:00:00 AM,11.528,,,,,
399,05/29/22 04:00:00 AM,11.625,,,,,
400,05/29/22 05:00:00 AM,11.722,,,,,
401,05/29/22 06:00:00 AM,12.497,,,,,
402,05/29/22 07:00:00 AM,18.901,,,,,
403,05/29/22 08:00:00 AM,24.931,,,,,
404,05/29/22 09:00:00 AM,19.662,,,,,
405,05/29/22 10:00:00 AM,22.333,,,,,
406,05/29/22 11:00:00 AM,27.370,,,,,
407,05/29/22 12:00:00 PM,25.708,,,,,
408,05/29/22 01:00:00 PM,29.053,,,,,
409,05/29/22 02:00:00 PM,24.448,,,,,
410,05/29/22 03:00:00 PM,25.902,,,,,
411,05/29/22 04:00:00 PM,31.370,,,,,
412,05/29/22 05:00:00 PM,20.710,,,,,
413,05/29/22 06:00:00 PM,15.855,,,,,
414,05/29/22 07:00:00 PM,14.804,,,,,
415,05/29/22 08:00:00 PM,14.709,,,,,
416,05/29/22 09:00:00 PM,14.038,,,,,
417,05/29/22 10:00:00 PM,13.076,,,,,
418,05/29/22 11:00:00 PM,12.013,,,,,
419,05/30/22 12:00:00 AM,11.625,,,,,
420,05/30/22 01:00:00 AM,11.625,,,,,
421,05/30/22 02:00:00 AM,11.139,,,,,
422,05/30/22 03:00:00 AM,11.334,,,,,
423,05/30/22 04:00:00 AM,11.041,,,,,
424,05/30/22 05:00:00 AM,11.041,,,,,
425,05/30/22 06:00:00 AM,12.110,,,,,
426,05/30/22 07:00:00 AM,19.092,,,,,
427,05/30/22 08:00:00 AM,25.708,,,,,
428,05/30/22 09:00:00 AM,20.329,,,,,
429,05/30/22 10:00:00 AM,18.711,,,,,
430,05/30/22 11:00:00 AM,25.708,,,,,
431,05/30/22 12:00:00 PM,28.258,,,,,
432,05/30/22 01:00:00 PM,26.488,,,,,
433,05/30/22 02:00:00 PM,24.641,,,,,
434,05/30/22 03:00:00 PM,26.292,,,,,
435,05/30/22 04:00:00 PM,29.452,,,,,
436,05/30/22 05:00:00 PM,28.456,,,,,
437,05/30/22 06:00:00 PM,18.331,,,,,
438,05/30/22 07:00:00 PM,15.569,,,,,
439,05/30/22 08:00:00 PM,14.230,,,,,
440,05/30/22 09:00:00 PM,13.365,,,,,
441,05/30/22 10:00:00 PM,13.461,,,,,
442,05/30/22 11:00:00 PM,12.110,,,,,
443,05/31/22 12:00:00 AM,11.431,,,,,
444,05/31/22 01:00:00 AM,11.236,,,,,
445,05/31/22 02:00:00 AM,11.334,,,,,
446,05/31/22 03:00:00 AM,11.041,,,,,
447,05/31/22 04:00:00 AM,10.846,,,,,
448,05/31/22 05:00:00 AM,10.944,,,,,
449,05/31/22 06:00:00 AM,11.722,,,,,
450,05/31/22 07:00:00 AM,19.662,,,,,
451,05/31/22 08:00:00 AM,24.158,,,,,
452,05/31/22 09:00:00 AM,20.519,,,,,
453,05/31/22 10:00:00 AM,23.677,,,,,
454,05/31/22 11:00:00 AM,27.862,,,,,
455,05/31/22 12:00:00 PM,30.457,,,,,
456,05/31/22 01:00:00 PM,31.778,,,,,
457,05/31/22 02:00:00 PM,25.902,,,,,
458,05/31/22 03:00:00 PM,28.357,,,,,
459,05/31/22 04:00:00 PM,29.752,,,,,
460,05/31/22 05:00:00 PM,29.752,,,,,
461,05/31/22 06:00:00 PM,20.615,,,,,
462,05/31/22 07:00:00 PM,18.140,,,,,
463,05/31/22 08:00:00 PM,16.332,,,,,
464,05/31/22 09:00:00 PM,15.091,,,,,
465,05/31/22 10:00:00 PM,13.846,,,,,
466,05/31/22 11:00:00 PM,12.690,,,,,
467,06/01/22 12:00:00 AM,11.625,,,,,
468,06/01/22 01:00:00 AM,11.528,,,,,
469,06/01/22 02:00:00 AM,11.431,,,,,
470,06/01/22 03:00:00 AM,11.139,,,,,
471,06/01/22 04:00:00 AM,11.041,,,,,
472,06/01/22 05:00:00 AM,10.651,,,,,
473,06/01/22 06:00:00 AM,11.431,,,,,
474,06/01/22 07:00:00 AM,19.567,,,,,
475,06/01/22 08:00:00 AM,26.488,,,,,
476,06/01/22 09:00:00 AM,18.045,,,,,
477,06/01/22 10:00:00 AM,24.641,,,,,
478,06/01/22 11:00:00 AM,26.781,,,,,
479,06/01/22 12:00:00 PM,29.152,,,,,
480,06/01/22 01:00:00 PM,31.880,,,,,
481,06/01/22 02:00:00 PM,25.708,,,,,
482,06/01/22 03:00:00 PM,28.159,,,,,
483,06/01/22 04:00:00 PM,35.115,,,,,
484,06/01/22 05:00:00 PM,27.567,,,,,
485,06/01/22 06:00:00 PM,20.710,,,,,
486,06/01/22 07:00:00 PM,16.903,,,,,
487,06/01/22 08:00:00 PM,16.141,,,,,
488,06/01/22 09:00:00 PM,15.855,,,,,
489,06/01/22 10:00:00 PM,14.900,,,,,
490,06/01/22 11:00:00 PM,13.750,,,,,
491,06/02/22 12:00:00 AM,12.690,,,,,
492,06/02/22 01:00:00 AM,11.722,,,,,
493,06/02/22 02:00:00 AM,11.722,,,,,
494,06/02/22 03:00:00 AM,11.236,,,,,
495,06/02/22 04:00:00 AM,11.139,,,,,
496,06/02/22 05:00:00 AM,11.334,,,,,
497,06/02/22 06:00:00 AM,11.722,,,,,
498,06/02/22 07:00:00 AM,20.519,,,,,
499,06/02/22 08:00:00 AM,27.075,,,,,
500,06/02/22 09:00:00 AM,22.812,,,,,
501,06/02/22 10:00:00 AM,24.738,,,,,
502,06/02/22 11:00:00 AM,28.060,,,,,
503,06/02/22 12:00:00 PM,29.452,,,,,
504,06/02/22 01:00:00 PM,33.326,,,,,
505,06/02/22 02:00:00 PM,26.683,,,,,
506,06/02/22 03:00:00 PM,23.677,,,,,
507,06/02/22 04:00:00 PM,31.472,,,,,
508,06/02/22 05:00:00 PM,27.173,,,,,
509,06/02/22 06:00:00 PM,20.329,,,,,
510,06/02/22 07:00:00 PM,16.999,,,,,
511,06/02/22 08:00:00 PM,16.332,,,,,
512,06/02/22 09:00:00 PM,15.569,,,,,
513,06/02/22 10:00:00 PM,14.709,,,,,
514,06/02/22 11:00:00 PM,13.654,,,,,
515,06/03/22 12:00:00 AM,12.980,,,,,
516,06/03/22 01:00:00 AM,12.110,,,,,
517,06/03/22 02:00:00 AM,11.625,,,,,
518,06/03/22 03:00:00 AM,11.334,,,,,
519,06/03/22 04:00:00 AM,11.236,,,,,
520,06/03/22 05:00:00 AM,11.431,,,,,
521,06/03/22 06:00:00 AM,12.304,,,,,
522,06/03/22 07:00:00 AM,20.329,,,,,
523,06/03/22 08:00:00 AM,24.255,,,,,
524,06/03/22 09:00:00 AM,22.812,,,,,
525,06/03/22 10:00:00 AM,22.429,,,,,
526,06/03/22 11:00:00 AM,26.585,,,,,
