"","Site","Plot","Treatment","Year","type","POOL","TAOF","VETH","BOER","CHSE","PLJA","SATR","BASC","GUSA","ERSP","SPHA","ACMI","MEMO","PEVI","CAJA","ERFL","DAPU","BOGR","ELEL","MEAL","LUKI","CHER","AMDI","ANRO","BRPO","MUMO","POPR","POHI","ARFE","HYHO","IRMI","OXLA","ARCA","ASHU","CHAL","BLTR","CHSES","KOAM","CHEN","LILE","UKFO","ATCO","EPVI","SPAI","KRLA","CHRE","ERNA","HECO","JUMO","HELO","ZIGR","ARPU","BOGR ","SOEL","GLGO","CHDE","STTE","ATCA","CAGE","CAPA","ERFO","ERRA","FEAR","GETR","ROWO","VIAM","ASSP","LUAR","TRDU","CIWH","PTAQ","COAR","LASE","PLRI","PSMO","UKGR","ALGE","EPBR","MURI","PODO","MESP"
"45","Mixed conifer meadow","5","Water Exclusion",2021,"seedbank",NA,0.00549450549450549,0.538461538461538,NA,NA,NA,NA,NA,NA,0.043956043956044,0.00549450549450549,NA,NA,NA,NA,NA,NA,NA,0.010989010989011,NA,NA,NA,NA,0.00549450549450549,NA,0.00549450549450549,0.340659340659341,0.021978021978022,NA,0.010989010989011,0.010989010989011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Mixed conifer meadow","6","Water Addition",2021,"seedbank",NA,NA,0.535433070866142,NA,0.0078740157480315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062992125984252,NA,NA,NA,NA,0.078740157480315,NA,0.0078740157480315,0.299212598425197,0.0078740157480315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Mixed conifer meadow","7","Control",2021,"seedbank",NA,0,0.392307692307692,NA,NA,NA,NA,NA,NA,0.1,0.0307692307692308,NA,NA,NA,NA,NA,NA,NA,0.0846153846153846,NA,NA,NA,NA,0.0153846153846154,0.0153846153846154,0.0461538461538462,0.307692307692308,0.00769230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Mixed conifer meadow","8","Water Exclusion",2021,"seedbank",NA,NA,0.468599033816425,NA,NA,NA,NA,NA,NA,0.0289855072463768,0.00483091787439614,NA,NA,NA,NA,NA,NA,NA,0.0144927536231884,NA,NA,NA,NA,0.0241545893719807,NA,0.00966183574879227,0.429951690821256,0.0144927536231884,NA,NA,NA,0.00483091787439614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Mixed conifer meadow","9","Water Addition",2021,"seedbank",NA,NA,0.26241134751773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0283687943262411,NA,NA,NA,NA,0.099290780141844,NA,0.0141843971631206,0.595744680851064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Mixed conifer meadow","10","Water Exclusion",2021,"seedbank",NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,0.025,0.025,NA,0.0166666666666667,NA,0.025,NA,NA,0.0416666666666667,NA,NA,NA,NA,0.00833333333333333,NA,0,0.5,NA,NA,NA,NA,0.00833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Mixed conifer meadow","11","Water Addition",2021,"seedbank",NA,0,0.0867052023121387,NA,NA,NA,NA,NA,NA,0.0751445086705202,0.0346820809248555,NA,NA,NA,NA,NA,NA,NA,0.0578034682080925,NA,NA,NA,NA,0.069364161849711,0.00578034682080925,0.0289017341040462,0.595375722543353,0.0289017341040462,0.0173410404624277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Mixed conifer meadow","12","Control",2021,"seedbank",NA,NA,0.1875,NA,NA,NA,NA,NA,NA,NA,0.03125,NA,NA,NA,NA,0.0078125,NA,NA,NA,NA,NA,NA,NA,0.1015625,NA,0.046875,0.609375,0.0078125,NA,NA,0.0078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Ponderosa pine meadow","1","Water Exclusion",2021,"seedbank",NA,0.0862068965517241,NA,NA,NA,NA,NA,NA,NA,0.689655172413793,0.103448275862069,0.0344827586206897,NA,NA,NA,0.0172413793103448,NA,NA,NA,NA,0.0172413793103448,NA,NA,NA,NA,NA,NA,NA,0.0517241379310345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Ponderosa pine meadow","2","Control",2021,"seedbank",NA,0.0606060606060606,NA,NA,0.0606060606060606,NA,NA,NA,NA,0.424242424242424,0.181818181818182,0.0303030303030303,NA,0.0303030303030303,NA,NA,NA,NA,0.0303030303030303,NA,0.0303030303030303,NA,NA,NA,NA,0.0303030303030303,NA,NA,0.121212121212121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Ponderosa pine meadow","3","Water Addition",2021,"seedbank",NA,0.0495049504950495,NA,NA,NA,NA,NA,NA,NA,0.198019801980198,0.415841584158416,0.0396039603960396,NA,0.0099009900990099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0396039603960396,0.217821782178218,NA,NA,NA,0.0198019801980198,0.0099009900990099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Ponderosa pine meadow","4","Water Exclusion",2021,"seedbank",NA,0.198581560283688,0.0567375886524823,NA,NA,NA,NA,NA,NA,0.51063829787234,0.106382978723404,0.0354609929078014,NA,0.00709219858156028,NA,NA,NA,NA,NA,NA,0.00709219858156028,NA,NA,NA,NA,NA,NA,0.00709219858156028,0.049645390070922,NA,NA,NA,0.00709219858156028,0.00709219858156028,0.00709219858156028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Ponderosa pine meadow","5","Control",2021,"seedbank",NA,0.0666666666666667,0,NA,NA,NA,NA,NA,NA,0.166666666666667,0.0333333333333333,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Ponderosa pine meadow","6","Control",2021,"seedbank",NA,0.481481481481481,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185185185185185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148148148148148,0.037037037037037,NA,0.148148148148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Ponderosa pine meadow","7","Water Exclusion",2021,"seedbank",NA,0.528925619834711,NA,NA,NA,NA,NA,NA,NA,0.264462809917355,0.00826446280991736,0.00826446280991736,NA,NA,NA,NA,NA,NA,0.0495867768595041,NA,NA,NA,NA,0.0330578512396694,NA,NA,NA,NA,0.0661157024793388,NA,NA,NA,NA,NA,0.00826446280991736,0.0330578512396694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Ponderosa pine meadow","8","Water Addition",2021,"seedbank",0.0833333333333333,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.0555555555555556,NA,NA,0.0833333333333333,NA,NA,NA,NA,NA,NA,0.0277777777777778,NA,NA,NA,NA,NA,NA,NA,0.0555555555555556,NA,NA,NA,NA,NA,0.138888888888889,0.305555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Ponderosa pine meadow","9","Water Addition",2021,"seedbank",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260869565217391,0.195652173913043,0.0217391304347826,NA,NA,NA,NA,NA,NA,0.108695652173913,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326086956521739,NA,NA,NA,0.0652173913043478,0.0217391304347826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Ponderosa pine meadow","10","Water Exclusion",2021,"seedbank",NA,0.315789473684211,NA,NA,NA,NA,NA,NA,NA,0.456140350877193,0.087719298245614,NA,NA,0.0350877192982456,NA,0.0175438596491228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0701754385964912,NA,NA,NA,NA,NA,0.0175438596491228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Ponderosa pine meadow","11","Control",2021,"seedbank",NA,0.253731343283582,NA,NA,NA,NA,NA,NA,NA,0.492537313432836,0.119402985074627,0.0597014925373134,NA,0.0298507462686567,NA,NA,NA,NA,0.0149253731343284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0298507462686567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Ponderosa pine meadow","12","Water Addition",2021,"seedbank",NA,0.0487804878048781,0,NA,NA,NA,NA,NA,NA,0.414634146341463,0.24390243902439,NA,NA,NA,NA,NA,NA,NA,0.0731707317073171,NA,NA,NA,NA,0.024390243902439,NA,NA,NA,NA,0.170731707317073,NA,NA,NA,0.024390243902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Desert grassland","1","Water Addition",2021,"aboveground",NA,NA,NA,0.178798241328774,NA,0.102589154860772,0.701025891548608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00195407914020518,0.0156326331216414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Desert grassland","2","Water Addition",2021,"aboveground",NA,NA,NA,0.180290644868302,NA,0.163487738419619,0.654859218891916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00136239782016349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Desert grassland","3","Control",2021,"aboveground",NA,NA,NA,0.0472673559822747,NA,0.103397341211226,0.779911373707533,NA,NA,NA,NA,NA,NA,NA,0.068931560807484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000492368291482029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Desert grassland","4","Water Exclusion",2021,"aboveground",NA,NA,NA,0.00878477306002928,NA,NA,0.982430453879941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00878477306002928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Desert grassland","5","Water Addition",2021,"aboveground",NA,NA,NA,0.300286841161707,NA,0.124148440301183,0.575475080674077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.96378630333453e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Desert grassland","6","Water Exclusion",2021,"aboveground",NA,NA,NA,0.0204220558202859,NA,NA,0.797821647379169,NA,NA,NA,0.163376446562287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00136147038801906,NA,0.0136147038801906,0.00340367597004765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Desert grassland","7","Control",2021,"aboveground",NA,NA,NA,0.189646831156265,NA,0.183841315916788,0.622157716497339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000967585873246251,0.00290275761973875,NA,NA,0.000483792936623125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Desert grassland","8","Control",2021,"aboveground",NA,NA,NA,0.195522388059701,NA,0.199004975124378,0.560696517412935,NA,NA,NA,0.000995024875621891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00597014925373134,0.0378109452736318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Desert grassland","9","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,0.00116144018583043,0.99883855981417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Desert grassland","10","Control",2021,"aboveground",NA,NA,NA,0.159194876486734,NA,NA,0.837145471180238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00274473924977127,0.000914913083257091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Desert grassland","11","Water Addition",2021,"aboveground",NA,NA,NA,0.247759620453347,NA,0.00105429625724829,0.743278861360042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00210859251449657,0.00579862941486558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Desert grassland","12","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,0.997044917257683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00295508274231679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Desert scrub","1","Water Exclusion",2021,"aboveground",NA,NA,NA,0.0274725274725275,NA,NA,0.148351648351648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0274725274725275,NA,NA,NA,NA,0.796703296703297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Desert scrub","2","Water Exclusion",2021,"aboveground",NA,NA,NA,0.0168634064080944,NA,NA,0.345699831365936,NA,NA,NA,0.000843170320404722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130691399662732,NA,NA,NA,NA,0.505902192242833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Desert scrub","3","Control",2021,"aboveground",NA,NA,NA,0.313092979127135,NA,NA,0.265654648956357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240986717267552,NA,NA,NA,NA,0.180265654648956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Desert scrub","4","Water Exclusion",2021,"aboveground",NA,NA,NA,0.232732732732733,NA,NA,0.00375375375375375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0127627627627628,NA,NA,NA,NA,0.750750750750751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Desert scrub","5","Control",2021,"aboveground",NA,NA,NA,0.157212317666126,NA,NA,0.421393841166937,NA,NA,NA,0.000810372771474879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177471636952998,NA,NA,NA,NA,0.243111831442464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Desert scrub","6","Control",2021,"aboveground",NA,NA,NA,0.217654171704958,NA,NA,0.362756952841596,NA,NA,NA,0.00362756952841596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367593712212817,NA,NA,NA,NA,0.0483675937122128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Desert scrub","7","Water Exclusion",2021,"aboveground",NA,NA,NA,0.0121951219512195,NA,NA,0.251219512195122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0048780487804878,NA,NA,NA,NA,0.536585365853659,0.195121951219512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Desert scrub","8","Control",2021,"aboveground",NA,NA,NA,0.0262852725164283,NA,NA,0.579822187862389,NA,NA,NA,0.000966370313103981,NA,NA,NA,NA,NA,0.00154619250096637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350792423656745,NA,NA,NA,NA,0.0405875531503672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Desert scrub","9","Water Addition",2021,"aboveground",NA,NA,NA,0.356986899563319,NA,NA,0.109170305676856,NA,NA,NA,0.00109170305676856,NA,NA,NA,NA,NA,0.00109170305676856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126637554585153,NA,NA,NA,0.00109170305676856,0.393013100436681,NA,0.0109170305676856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Desert scrub","10","Water Addition",2021,"aboveground",NA,NA,NA,0.126675603217158,NA,NA,0.0603217158176944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601876675603217,NA,NA,NA,NA,0.21112600536193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Desert scrub","11","Water Addition",2021,"aboveground",NA,NA,NA,0.345041964563258,NA,NA,NA,NA,NA,NA,0.00155424308361828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271059993783028,NA,NA,NA,0.00155424308361828,0.00777121541809139,NA,NA,0.373018340068387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Desert scrub","12","Water Addition",2021,"aboveground",NA,NA,NA,0.495164410058027,NA,NA,0.251450676982592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253384912959381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
